" Date","AMZN EV/S (LTM)","NFLX EV/S (LTM)","AAPL EV/S (LTM)","FB EV/S (LTM)","GOOGL EV/S (LTM)"
12-12-2001,"2.00","0.00","0.61","0.00","0.00"
12-11-2001,"2.04","0.00","0.63","0.00","0.00"
12-10-2001,"1.96","0.00","0.67","0.00","0.00"
12-07-2001,"1.97","0.00","0.67","0.00","0.00"
12-06-2001,"2.02","0.00","0.69","0.00","0.00"
12-05-2001,"1.98","0.00","0.75","0.00","0.00"
12-04-2001,"2.00","0.00","0.66","0.00","0.00"
12-03-2001,"1.82","0.00","0.58","0.00","0.00"
11-30-2001,"1.92","0.00","0.60","0.00","0.00"
11-29-2001,"1.90","0.00","0.54","0.00","0.00"
11-28-2001,"1.96","0.00","0.55","0.00","0.00"
11-27-2001,"1.94","0.00","0.58","0.00","0.00"
11-26-2001,"2.03","0.00","0.60","0.00","0.00"
11-23-2001,"1.64","0.00","0.51","0.00","0.00"
11-21-2001,"1.61","0.00","0.50","0.00","0.00"
11-20-2001,"1.58","0.00","0.49","0.00","0.00"
11-19-2001,"1.66","0.00","0.52","0.00","0.00"
11-16-2001,"1.63","0.00","0.46","0.00","0.00"
11-15-2001,"1.64","0.00","0.49","0.00","0.00"
11-14-2001,"1.69","0.00","0.49","0.00","0.00"
11-13-2001,"1.42","0.00","0.48","0.00","0.00"
11-12-2001,"1.39","0.00","0.44","0.00","0.00"
11-09-2001,"1.40","0.00","0.44","0.00","0.00"
11-08-2001,"1.38","0.00","0.44","0.00","0.00"
11-07-2001,"1.44","0.00","0.49","0.00","0.00"
11-06-2001,"1.39","0.00","0.49","0.00","0.00"
11-05-2001,"1.38","0.00","0.46","0.00","0.00"
11-02-2001,"1.35","0.00","0.43","0.00","0.00"
11-01-2001,"1.38","0.00","0.43","0.00","0.00"
10-31-2001,"1.38","0.00","0.37","0.00","0.00"
10-30-2001,"1.31","0.00","0.37","0.00","0.00"
10-29-2001,"1.37","0.00","0.37","0.00","0.00"
10-26-2001,"1.44","0.00","0.44","0.00","0.00"
10-25-2001,"1.46","0.00","0.47","0.00","0.00"
10-24-2001,"1.45","0.00","0.45","0.00","0.00"
10-23-2001,"1.68","0.00","0.41","0.00","0.00"
10-22-2001,"1.58","0.00","0.46","0.00","0.00"
10-19-2001,"1.49","0.00","0.42","0.00","0.00"
10-18-2001,"1.55","0.00","0.40","0.00","0.00"
10-17-2001,"1.60","0.00","0.34","0.00","0.00"
10-16-2001,"1.68","0.00","0.42","0.00","0.00"
10-15-2001,"1.60","0.00","0.42","0.00","0.00"
10-12-2001,"1.50","0.00","0.42","0.00","0.00"
10-11-2001,"1.47","0.00","0.40","0.00","0.00"
10-10-2001,"1.40","0.00","0.35","0.00","0.00"
10-09-2001,"1.36","0.00","0.30","0.00","0.00"
10-08-2001,"1.38","0.00","0.31","0.00","0.00"
10-05-2001,"1.39","0.00","0.30","0.00","0.00"
10-04-2001,"1.37","0.00","0.29","0.00","0.00"
10-03-2001,"1.34","0.00","0.23","0.00","0.00"
10-02-2001,"1.26","0.00","0.24","0.00","0.00"
10-01-2001,"1.25","0.00","0.27","0.00","0.00"
09-28-2001,"1.24","0.00","0.27","0.00","0.00"
09-27-2001,"1.27","0.00","0.27","0.00","0.00"
09-26-2001,"1.29","0.00","0.24","0.00","0.00"
09-25-2001,"1.38","0.00","0.27","0.00","0.00"
09-24-2001,"1.42","0.00","0.32","0.00","0.00"
09-21-2001,"1.43","0.00","0.28","0.00","0.00"
09-20-2001,"1.43","0.00","0.28","0.00","0.00"
09-19-2001,"1.41","0.00","0.36","0.00","0.00"
09-18-2001,"1.40","0.00","0.31","0.00","0.00"
09-17-2001,"1.43","0.00","0.36","0.00","0.00"
09-10-2001,"1.57","0.00","0.38","0.00","0.00"
09-07-2001,"1.55","0.00","0.37","0.00","0.00"
09-06-2001,"1.51","0.00","0.40","0.00","0.00"
09-05-2001,"1.45","0.00","0.45","0.00","0.00"
09-04-2001,"1.56","0.00","0.43","0.00","0.00"
08-31-2001,"1.60","0.00","0.45","0.00","0.00"
08-30-2001,"1.57","0.00","0.41","0.00","0.00"
08-29-2001,"1.64","0.00","0.41","0.00","0.00"
08-28-2001,"1.73","0.00","0.44","0.00","0.00"
08-27-2001,"1.75","0.00","0.47","0.00","0.00"
08-24-2001,"1.76","0.00","0.45","0.00","0.00"
08-23-2001,"1.69","0.00","0.41","0.00","0.00"
08-22-2001,"1.76","0.00","0.43","0.00","0.00"
08-21-2001,"1.72","0.00","0.41","0.00","0.00"
08-20-2001,"1.78","0.00","0.42","0.00","0.00"
08-17-2001,"1.73","0.00","0.42","0.00","0.00"
08-16-2001,"1.71","0.00","0.46","0.00","0.00"
08-15-2001,"1.74","0.00","0.44","0.00","0.00"
08-14-2001,"1.80","0.00","0.46","0.00","0.00"
08-13-2001,"1.75","0.00","0.48","0.00","0.00"
08-10-2001,"1.73","0.00","0.46","0.00","0.00"
08-09-2001,"1.79","0.00","0.46","0.00","0.00"
08-08-2001,"1.87","0.00","0.45","0.00","0.00"
08-07-2001,"1.93","0.00","0.47","0.00","0.00"
08-06-2001,"1.97","0.00","0.46","0.00","0.00"
08-03-2001,"2.00","0.00","0.49","0.00","0.00"
08-02-2001,"2.00","0.00","0.50","0.00","0.00"
08-01-2001,"2.04","0.00","0.46","0.00","0.00"
07-31-2001,"2.04","0.00","0.45","0.00","0.00"
07-30-2001,"2.04","0.00","0.45","0.00","0.00"
07-27-2001,"2.01","0.00","0.45","0.00","0.00"
07-26-2001,"2.02","0.00","0.43","0.00","0.00"
07-25-2001,"1.92","0.00","0.43","0.00","0.00"
07-24-2001,"1.98","0.00","0.46","0.00","0.00"
07-23-2001,"2.47","0.00","0.49","0.00","0.00"
07-20-2001,"2.63","0.00","0.51","0.00","0.00"
07-19-2001,"2.57","0.00","0.51","0.00","0.00"
07-18-2001,"2.50","0.00","0.56","0.00","0.00"
07-17-2001,"2.55","0.00","0.80","0.00","0.00"
07-16-2001,"2.51","0.00","0.74","0.00","0.00"
07-13-2001,"2.63","0.00","0.79","0.00","0.00"
07-12-2001,"2.57","0.00","0.76","0.00","0.00"
07-11-2001,"2.43","0.00","0.66","0.00","0.00"
07-10-2001,"2.46","0.00","0.58","0.00","0.00"
07-09-2001,"2.48","0.00","0.67","0.00","0.00"
07-06-2001,"2.42","0.00","0.63","0.00","0.00"
07-05-2001,"2.42","0.00","0.70","0.00","0.00"
07-03-2001,"2.27","0.00","0.73","0.00","0.00"
07-02-2001,"2.32","0.00","0.74","0.00","0.00"
06-29-2001,"2.28","0.00","0.70","0.00","0.00"
06-28-2001,"2.30","0.00","0.72","0.00","0.00"
06-27-2001,"2.26","0.00","0.70","0.00","0.00"
06-26-2001,"2.17","0.00","0.73","0.00","0.00"
06-25-2001,"2.11","0.00","0.74","0.00","0.00"
06-22-2001,"2.06","0.00","0.64","0.00","0.00"
06-21-2001,"2.14","0.00","0.66","0.00","0.00"
06-20-2001,"2.08","0.00","0.61","0.00","0.00"
06-19-2001,"1.93","0.00","0.52","0.00","0.00"
06-18-2001,"1.99","0.00","0.53","0.00","0.00"
06-15-2001,"2.07","0.00","0.54","0.00","0.00"
06-14-2001,"2.17","0.00","0.51","0.00","0.00"
06-13-2001,"2.27","0.00","0.54","0.00","0.00"
06-12-2001,"2.34","0.00","0.53","0.00","0.00"
06-11-2001,"2.37","0.00","0.52","0.00","0.00"
06-08-2001,"2.47","0.00","0.59","0.00","0.00"
06-07-2001,"2.52","0.00","0.61","0.00","0.00"
06-06-2001,"2.51","0.00","0.56","0.00","0.00"
06-05-2001,"2.56","0.00","0.57","0.00","0.00"
06-04-2001,"2.62","0.00","0.55","0.00","0.00"
06-01-2001,"2.63","0.00","0.56","0.00","0.00"
05-31-2001,"2.59","0.00","0.51","0.00","0.00"
05-30-2001,"2.47","0.00","0.50","0.00","0.00"
05-29-2001,"2.66","0.00","0.60","0.00","0.00"
05-25-2001,"2.64","0.00","0.67","0.00","0.00"
05-24-2001,"2.60","0.00","0.70","0.00","0.00"
05-23-2001,"2.46","0.00","0.70","0.00","0.00"
05-22-2001,"2.54","0.00","0.71","0.00","0.00"
05-21-2001,"2.55","0.00","0.72","0.00","0.00"
05-18-2001,"2.35","0.00","0.72","0.00","0.00"
05-17-2001,"2.36","0.00","0.72","0.00","0.00"
05-16-2001,"2.27","0.00","0.75","0.00","0.00"
05-15-2001,"2.20","0.00","0.70","0.00","0.00"
05-14-2001,"2.18","0.00","0.70","0.00","0.00"
05-11-2001,"2.34","0.00","0.63","0.00","0.00"
05-10-2001,"2.34","0.00","0.63","0.00","0.00"
05-09-2001,"2.38","0.00","0.68","0.00","0.00"
05-08-2001,"2.53","0.00","0.71","0.00","0.00"
05-07-2001,"2.62","0.00","0.74","0.00","0.00"
05-04-2001,"2.70","0.00","0.78","0.00","0.00"
05-03-2001,"2.60","0.00","0.74","0.00","0.00"
05-02-2001,"2.65","0.00","0.82","0.00","0.00"
05-01-2001,"2.62","0.00","0.79","0.00","0.00"
04-30-2001,"2.48","0.00","0.76","0.00","0.00"
04-27-2001,"2.42","0.00","0.80","0.00","0.00"
04-26-2001,"2.38","0.00","0.72","0.00","0.00"
04-25-2001,"2.47","0.00","0.72","0.00","0.00"
04-24-2001,"2.41","0.00","0.69","0.00","0.00"
04-23-2001,"2.48","0.00","0.70","0.00","0.00"
04-20-2001,"2.43","0.00","0.74","0.00","0.00"
04-19-2001,"2.45","0.00","0.77","0.00","0.00"
04-18-2001,"2.53","0.00","0.62","0.00","0.00"
04-17-2001,"2.29","0.00","0.50","0.00","0.00"
04-16-2001,"2.20","0.00","0.55","0.00","0.00"
04-12-2001,"2.28","0.00","0.60","0.00","0.00"
04-11-2001,"2.11","0.00","0.57","0.00","0.00"
04-10-2001,"1.94","0.00","0.58","0.00","0.00"
04-09-2001,"1.83","0.00","0.50","0.00","0.00"
04-06-2001,"1.46","0.00","0.51","0.00","0.00"
04-05-2001,"1.56","0.00","0.52","0.00","0.00"
04-04-2001,"1.47","0.00","0.45","0.00","0.00"
04-03-2001,"1.50","0.00","0.49","0.00","0.00"
04-02-2001,"1.56","0.00","0.56","0.00","0.00"
03-30-2001,"1.71","0.00","0.58","0.00","0.00"
03-29-2001,"1.68","0.00","0.61","0.00","0.00"
03-28-2001,"1.78","0.00","0.59","0.00","0.00"
03-27-2001,"1.89","0.00","0.63","0.00","0.00"
03-26-2001,"1.80","0.00","0.57","0.00","0.00"
03-23-2001,"1.70","0.00","0.63","0.00","0.00"
03-22-2001,"1.90","0.00","0.56","0.00","0.00"
03-21-2001,"1.87","0.00","0.48","0.00","0.00"
03-20-2001,"1.91","0.00","0.46","0.00","0.00"
03-19-2001,"1.94","0.00","0.51","0.00","0.00"
03-16-2001,"2.02","0.00","0.46","0.00","0.00"
03-15-2001,"2.00","0.00","0.46","0.00","0.00"
03-14-2001,"1.96","0.00","0.50","0.00","0.00"
03-13-2001,"2.02","0.00","0.45","0.00","0.00"
03-12-2001,"1.96","0.00","0.41","0.00","0.00"
03-09-2001,"2.20","0.00","0.49","0.00","0.00"
03-08-2001,"2.12","0.00","0.52","0.00","0.00"
03-07-2001,"2.20","0.00","0.54","0.00","0.00"
03-06-2001,"2.14","0.00","0.55","0.00","0.00"
03-05-2001,"2.25","0.00","0.50","0.00","0.00"
03-02-2001,"1.87","0.00","0.44","0.00","0.00"
03-01-2001,"1.94","0.00","0.41","0.00","0.00"
02-28-2001,"1.90","0.00","0.39","0.00","0.00"
02-27-2001,"2.13","0.00","0.44","0.00","0.00"
02-26-2001,"2.15","0.00","0.45","0.00","0.00"
02-23-2001,"2.13","0.00","0.42","0.00","0.00"
02-22-2001,"2.15","0.00","0.42","0.00","0.00"
02-21-2001,"2.15","0.00","0.42","0.00","0.00"
02-20-2001,"2.23","0.00","0.39","0.00","0.00"
02-16-2001,"2.41","0.00","0.42","0.00","0.00"
02-15-2001,"2.52","0.00","0.48","0.00","0.00"
02-14-2001,"2.51","0.00","0.45","0.00","0.00"
02-13-2001,"2.41","0.00","0.43","0.00","0.00"
02-12-2001,"2.52","0.00","0.46","0.00","0.00"
02-09-2001,"2.36","0.00","0.35","0.00","0.00"
02-08-2001,"2.51","0.00","0.42","0.00","0.00"
02-07-2001,"2.60","0.00","0.42","0.00","0.00"
02-06-2001,"2.71","0.00","0.43","0.00","0.00"
02-05-2001,"2.51","0.00","0.39","0.00","0.00"
02-02-2001,"2.51","0.00","0.41","0.00","0.00"
02-01-2001,"2.78","0.00","0.43","0.00","0.00"
01-31-2001,"2.93","0.00","0.45","0.00","0.00"
01-30-2001,"3.17","0.00","0.46","0.00","0.00"
01-29-2001,"3.39","0.00","0.46","0.00","0.00"
01-26-2001,"3.30","0.00","0.37","0.00","0.00"
01-25-2001,"3.23","0.00","0.38","0.00","0.00"
01-24-2001,"3.65","0.00","0.41","0.00","0.00"
01-23-2001,"3.22","0.00","0.41","0.00","0.00"
01-22-2001,"3.16","0.00","0.35","0.00","0.00"
01-19-2001,"3.37","0.00","0.36","0.00","0.00"
01-18-2001,"3.30","0.00","0.33","0.00","0.00"
01-17-2001,"3.14","0.00","0.25","0.00","0.00"
01-16-2001,"3.10","0.00","0.26","0.00","0.00"
01-12-2001,"3.04","0.00","0.27","0.00","0.00"
01-11-2001,"2.94","0.00","0.30","0.00","0.00"
01-10-2001,"2.87","0.00","0.24","0.00","0.00"
01-09-2001,"2.85","0.00","0.27","0.00","0.00"
01-08-2001,"2.64","0.00","0.24","0.00","0.00"
01-05-2001,"2.59","0.00","0.23","0.00","0.00"
01-04-2001,"2.73","0.00","0.26","0.00","0.00"
01-03-2001,"3.02","0.00","0.23","0.00","0.00"
01-02-2001,"2.49","0.00","0.17","0.00","0.00"
12-29-2000,"2.73","0.00","0.17","0.00","0.00"
12-28-2000,"3.00","0.00","0.17","0.00","0.00"
12-27-2000,"2.92","0.00","0.17","0.00","0.00"
12-26-2000,"2.93","0.00","0.16","0.00","0.00"
12-22-2000,"2.73","0.00","0.17","0.00","0.00"
12-21-2000,"2.68","0.00","0.13","0.00","0.00"
12-20-2000,"2.90","0.00","0.15","0.00","0.00"
12-19-2000,"3.12","0.00","0.13","0.00","0.00"
12-18-2000,"3.36","0.00","0.14","0.00","0.00"
12-15-2000,"3.79","0.00","0.13","0.00","0.00"
12-14-2000,"3.76","0.00","0.15","0.00","0.00"
12-13-2000,"3.92","0.00","0.19","0.00","0.00"
12-12-2000,"4.22","0.00","0.20","0.00","0.00"
12-11-2000,"4.14","0.00","0.19","0.00","0.00"
12-08-2000,"3.87","0.00","0.19","0.00","0.00"
12-07-2000,"3.57","0.00","0.15","0.00","0.00"
12-06-2000,"3.90","0.00","0.15","0.00","0.00"
12-05-2000,"4.15","0.00","0.28","0.00","0.00"
12-04-2000,"4.32","0.00","0.26","0.00","0.00"
12-01-2000,"4.04","0.00","0.28","0.00","0.00"
11-30-2000,"4.05","0.00","0.25","0.00","0.00"
11-29-2000,"4.38","0.00","0.30","0.00","0.00"
11-28-2000,"4.10","0.00","0.32","0.00","0.00"
11-27-2000,"4.53","0.00","0.35","0.00","0.00"
11-24-2000,"4.67","0.00","0.38","0.00","0.00"
11-22-2000,"4.13","0.00","0.34","0.00","0.00"
11-21-2000,"3.99","0.00","0.36","0.00","0.00"
11-20-2000,"4.22","0.00","0.36","0.00","0.00"
11-17-2000,"4.45","0.00","0.34","0.00","0.00"
11-16-2000,"4.50","0.00","0.37","0.00","0.00"
11-15-2000,"4.75","0.00","0.41","0.00","0.00"
11-14-2000,"4.67","0.00","0.42","0.00","0.00"
11-13-2000,"4.50","0.00","0.38","0.00","0.00"
11-10-2000,"4.83","0.00","0.37","0.00","0.00"
11-09-2000,"5.00","0.00","0.42","0.00","0.00"
11-08-2000,"5.38","0.00","0.41","0.00","0.00"
11-07-2000,"5.82","0.00","0.47","0.00","0.00"
11-06-2000,"5.77","0.00","0.48","0.00","0.00"
11-03-2000,"5.91","0.00","0.51","0.00","0.00"
11-02-2000,"6.23","0.00","0.52","0.00","0.00"
11-01-2000,"5.89","0.00","0.43","0.00","0.00"
10-31-2000,"5.78","0.00","0.39","0.00","0.00"
10-30-2000,"5.24","0.00","0.38","0.00","0.00"
10-27-2000,"6.37","0.00","0.35","0.00","0.00"
10-26-2000,"6.58","0.00","0.34","0.00","0.00"
10-25-2000,"5.76","0.00","0.34","0.00","0.00"
10-24-2000,"5.39","0.00","0.36","0.00","0.00"
10-23-2000,"5.46","0.00","0.43","0.00","0.00"
10-20-2000,"5.59","0.00","0.39","0.00","0.00"
10-19-2000,"5.09","0.00","0.36","0.00","0.00"
10-18-2000,"4.66","0.00","0.42","0.00","0.00"
10-17-2000,"4.14","0.00","0.42","0.00","0.00"
10-16-2000,"4.53","0.00","0.48","0.00","0.00"
10-13-2000,"5.20","0.00","0.51","0.00","0.00"
10-12-2000,"4.66","0.00","0.42","0.00","0.00"
10-11-2000,"5.10","0.00","0.40","0.00","0.00"
10-10-2000,"5.53","0.00","0.46","0.00","0.00"
10-09-2000,"5.47","0.00","0.50","0.00","0.00"
10-06-2000,"5.71","0.00","0.51","0.00","0.00"
10-05-2000,"6.04","0.00","0.51","0.00","0.00"
10-04-2000,"6.44","0.00","0.58","0.00","0.00"
10-03-2000,"6.28","0.00","0.52","0.00","0.00"
10-02-2000,"6.42","0.00","0.60","0.00","0.00"
09-29-2000,"6.83","0.00","0.67","0.00","0.00"
09-28-2000,"7.09","0.00","1.88","0.00","0.00"
09-27-2000,"6.74","0.00","1.68","0.00","0.00"
09-26-2000,"7.05","0.00","1.79","0.00","0.00"
09-25-2000,"7.15","0.00","1.88","0.00","0.00"
09-22-2000,"7.32","0.00","1.82","0.00","0.00"
09-21-2000,"7.10","0.00","2.02","0.00","0.00"
09-20-2000,"6.68","0.00","2.21","0.00","0.00"
09-19-2000,"7.21","0.00","2.16","0.00","0.00"
09-18-2000,"7.55","0.00","2.19","0.00","0.00"
09-15-2000,"7.68","0.00","1.96","0.00","0.00"
09-14-2000,"7.88","0.00","2.03","0.00","0.00"
09-13-2000,"7.48","0.00","2.08","0.00","0.00"
09-12-2000,"7.53","0.00","2.07","0.00","0.00"
09-11-2000,"7.47","0.00","2.10","0.00","0.00"
09-08-2000,"7.57","0.00","2.12","0.00","0.00"
09-07-2000,"7.66","0.00","2.25","0.00","0.00"
09-06-2000,"8.04","0.00","2.10","0.00","0.00"
09-05-2000,"8.01","0.00","2.27","0.00","0.00"
09-01-2000,"7.33","0.00","2.31","0.00","0.00"
08-31-2000,"7.33","0.00","2.21","0.00","0.00"
08-30-2000,"7.57","0.00","2.14","0.00","0.00"
08-29-2000,"7.03","0.00","2.13","0.00","0.00"
08-28-2000,"6.94","0.00","2.08","0.00","0.00"
08-25-2000,"7.08","0.00","2.03","0.00","0.00"
08-24-2000,"6.99","0.00","1.99","0.00","0.00"
08-23-2000,"6.89","0.00","1.92","0.00","0.00"
08-22-2000,"6.52","0.00","1.80","0.00","0.00"
08-21-2000,"6.68","0.00","1.75","0.00","0.00"
08-18-2000,"6.92","0.00","1.73","0.00","0.00"
08-17-2000,"6.80","0.00","1.79","0.00","0.00"
08-16-2000,"6.86","0.00","1.66","0.00","0.00"
08-15-2000,"6.69","0.00","1.58","0.00","0.00"
08-14-2000,"6.25","0.00","1.60","0.00","0.00"
08-11-2000,"6.06","0.00","1.63","0.00","0.00"
08-10-2000,"5.53","0.00","1.62","0.00","0.00"
08-09-2000,"5.60","0.00","1.62","0.00","0.00"
08-08-2000,"5.94","0.00","1.59","0.00","0.00"
08-07-2000,"6.08","0.00","1.64","0.00","0.00"
08-04-2000,"5.87","0.00","1.61","0.00","0.00"
08-03-2000,"5.70","0.00","1.64","0.00","0.00"
08-02-2000,"5.59","0.00","1.61","0.00","0.00"
08-01-2000,"6.14","0.00","1.70","0.00","0.00"
07-31-2000,"6.11","0.00","1.76","0.00","0.00"
07-28-2000,"6.09","0.00","1.75","0.00","0.00"
07-27-2000,"6.34","0.00","1.92","0.00","0.00"
07-26-2000,"7.20","0.00","1.83","0.00","0.00"
07-25-2000,"7.49","0.00","1.83","0.00","0.00"
07-24-2000,"7.70","0.00","1.77","0.00","0.00"
07-21-2000,"8.13","0.00","1.99","0.00","0.00"
07-20-2000,"7.98","0.00","2.06","0.00","0.00"
07-19-2000,"8.08","0.00","1.95","0.00","0.00"
07-18-2000,"8.24","0.00","2.15","0.00","0.00"
07-17-2000,"8.13","0.00","2.20","0.00","0.00"
07-14-2000,"8.38","0.00","2.17","0.00","0.00"
07-13-2000,"7.01","0.00","2.12","0.00","0.00"
07-12-2000,"7.02","0.00","2.23","0.00","0.00"
07-11-2000,"6.66","0.00","2.14","0.00","0.00"
07-10-2000,"7.02","0.00","2.15","0.00","0.00"
07-07-2000,"7.21","0.00","2.03","0.00","0.00"
07-06-2000,"7.20","0.00","1.91","0.00","0.00"
07-05-2000,"7.28","0.00","1.90","0.00","0.00"
07-03-2000,"7.37","0.00","1.98","0.00","0.00"
06-30-2000,"7.25","0.00","1.93","0.00","0.00"
06-29-2000,"7.40","0.00","1.88","0.00","0.00"
06-28-2000,"7.53","0.00","2.03","0.00","0.00"
06-27-2000,"7.28","0.00","1.91","0.00","0.00"
06-26-2000,"6.81","0.00","2.01","0.00","0.00"
06-23-2000,"6.80","0.00","1.90","0.00","0.00"
06-22-2000,"8.29","0.00","2.00","0.00","0.00"
06-21-2000,"9.03","0.00","2.08","0.00","0.00"
06-20-2000,"9.05","0.00","1.85","0.00","0.00"
06-19-2000,"8.90","0.00","1.75","0.00","0.00"
06-16-2000,"9.02","0.00","1.63","0.00","0.00"
06-15-2000,"9.08","0.00","1.65","0.00","0.00"
06-14-2000,"9.10","0.00","1.61","0.00","0.00"
06-13-2000,"9.57","0.00","1.70","0.00","0.00"
06-12-2000,"9.47","0.00","1.63","0.00","0.00"
06-09-2000,"10.16","0.00","1.73","0.00","0.00"
06-08-2000,"10.10","0.00","1.71","0.00","0.00"
06-07-2000,"10.09","0.00","1.75","0.00","0.00"
06-06-2000,"9.86","0.00","1.66","0.00","0.00"
06-05-2000,"10.58","0.00","1.63","0.00","0.00"
06-02-2000,"11.20","0.00","1.66","0.00","0.00"
06-01-2000,"9.79","0.00","1.58","0.00","0.00"
05-31-2000,"9.45","0.00","1.46","0.00","0.00"
05-30-2000,"10.08","0.00","1.54","0.00","0.00"
05-26-2000,"9.11","0.00","1.52","0.00","0.00"
05-25-2000,"8.93","0.00","1.54","0.00","0.00"
05-24-2000,"9.49","0.00","1.55","0.00","0.00"
05-23-2000,"9.15","0.00","1.50","0.00","0.00"
05-22-2000,"10.10","0.00","1.60","0.00","0.00"
05-19-2000,"10.24","0.00","1.69","0.00","0.00"
05-18-2000,"10.74","0.00","1.84","0.00","0.00"
05-17-2000,"11.77","0.00","1.86","0.00","0.00"
05-16-2000,"11.42","0.00","1.96","0.00","0.00"
05-15-2000,"10.87","0.00","1.85","0.00","0.00"
05-12-2000,"11.93","0.00","2.00","0.00","0.00"
05-11-2000,"12.17","0.00","1.89","0.00","0.00"
05-10-2000,"11.84","0.00","1.90","0.00","0.00"
05-09-2000,"12.46","0.00","2.04","0.00","0.00"
05-08-2000,"12.41","0.00","2.16","0.00","0.00"
05-05-2000,"12.94","0.00","2.23","0.00","0.00"
05-04-2000,"12.21","0.00","2.17","0.00","0.00"
05-03-2000,"12.01","0.00","2.27","0.00","0.00"
05-02-2000,"12.43","0.00","2.34","0.00","0.00"
05-01-2000,"13.25","0.00","2.50","0.00","0.00"
04-28-2000,"12.24","0.00","2.49","0.00","0.00"
04-27-2000,"11.74","0.00","2.55","0.00","0.00"
04-26-2000,"11.88","0.00","2.42","0.00","0.00"
04-25-2000,"11.65","0.00","2.59","0.00","0.00"
04-24-2000,"11.09","0.00","2.40","0.00","0.00"
04-20-2000,"11.64","0.00","2.37","0.00","0.00"
04-19-2000,"11.86","0.00","2.42","0.00","0.00"
04-18-2000,"12.18","0.00","2.56","0.00","0.00"
04-17-2000,"10.50","0.00","2.48","0.00","0.00"
04-14-2000,"10.46","0.00","2.20","0.00","0.00"
04-13-2000,"10.70","0.00","2.24","0.00","0.00"
04-12-2000,"12.49","0.00","2.14","0.00","0.00"
04-11-2000,"13.98","0.00","2.38","0.00","0.00"
04-10-2000,"13.98","0.00","2.51","0.00","0.00"
04-07-2000,"14.87","0.00","2.67","0.00","0.00"
04-06-2000,"14.17","0.00","2.52","0.00","0.00"
04-05-2000,"13.73","0.00","2.64","0.00","0.00"
04-04-2000,"14.10","0.00","2.57","0.00","0.00"
04-03-2000,"14.02","0.00","2.71","0.00","0.00"
03-31-2000,"14.75","0.00","2.77","0.00","0.00"
03-30-2000,"14.65","0.00","2.53","0.00","0.00"
03-29-2000,"14.59","0.00","2.77","0.00","0.00"
03-28-2000,"20.53","0.00","2.85","0.00","0.00"
03-27-2000,"21.38","0.00","2.86","0.00","0.00"
03-24-2000,"21.25","0.00","2.84","0.00","0.00"
03-23-2000,"19.84","0.00","2.90","0.00","0.00"
03-22-2000,"20.69","0.00","2.97","0.00","0.00"
03-21-2000,"21.17","0.00","2.75","0.00","0.00"
03-20-2000,"18.84","0.00","2.46","0.00","0.00"
03-17-2000,"19.02","0.00","2.51","0.00","0.00"
03-16-2000,"19.43","0.00","2.43","0.00","0.00"
03-15-2000,"18.72","0.00","2.30","0.00","0.00"
03-14-2000,"19.25","0.00","2.26","0.00","0.00"
03-13-2000,"19.16","0.00","2.42","0.00","0.00"
03-10-2000,"19.61","0.00","2.53","0.00","0.00"
03-09-2000,"20.16","0.00","2.45","0.00","0.00"
03-08-2000,"18.68","0.00","2.44","0.00","0.00"
03-07-2000,"18.65","0.00","2.46","0.00","0.00"
03-06-2000,"18.77","0.00","2.53","0.00","0.00"
03-03-2000,"18.37","0.00","2.58","0.00","0.00"
03-02-2000,"18.38","0.00","2.44","0.00","0.00"
03-01-2000,"19.32","0.00","2.64","0.00","0.00"
02-29-2000,"20.17","0.00","2.26","0.00","0.00"
02-28-2000,"19.29","0.00","2.23","0.00","0.00"
02-25-2000,"20.24","0.00","2.16","0.00","0.00"
02-24-2000,"20.05","0.00","2.28","0.00","0.00"
02-23-2000,"20.62","0.00","2.30","0.00","0.00"
02-22-2000,"18.67","0.00","2.24","0.00","0.00"
02-18-2000,"19.00","0.00","2.18","0.00","0.00"
02-17-2000,"20.21","0.00","2.27","0.00","0.00"
02-16-2000,"20.69","0.00","2.25","0.00","0.00"
02-15-2000,"21.57","0.00","2.37","0.00","0.00"
02-14-2000,"21.75","0.00","2.29","0.00","0.00"
02-11-2000,"22.25","0.00","2.12","0.00","0.00"
02-10-2000,"22.25","0.00","2.24","0.00","0.00"
02-09-2000,"23.40","0.00","2.22","0.00","0.00"
02-08-2000,"24.22","0.00","2.27","0.00","0.00"
02-07-2000,"21.91","0.00","2.25","0.00","0.00"
02-04-2000,"22.92","0.00","2.11","0.00","0.00"
02-03-2000,"24.52","0.00","1.99","0.00","0.00"
02-02-2000,"20.33","0.00","1.89","0.00","0.00"
02-01-2000,"19.35","0.00","1.92","0.00","0.00"
01-31-2000,"18.55","0.00","2.27","0.00","0.00"
01-28-2000,"17.74","0.00","2.22","0.00","0.00"
01-27-2000,"19.21","0.00","2.44","0.00","0.00"
01-26-2000,"18.62","0.00","2.44","0.00","0.00"
01-25-2000,"19.86","0.00","2.50","0.00","0.00"
01-24-2000,"20.11","0.00","2.34","0.00","0.00"
01-21-2000,"17.85","0.00","2.47","0.00","0.00"
01-20-2000,"18.60","0.00","2.53","0.00","0.00"
01-19-2000,"19.18","0.00","2.35","0.00","0.00"
01-18-2000,"18.43","0.00","2.28","0.00","0.00"
01-14-2000,"18.46","0.00","2.19","0.00","0.00"
01-13-2000,"18.93","0.00","2.09","0.00","0.00"
