" Date","AMZN EV/S (LTM)","NFLX EV/S (LTM)","AAPL EV/S (LTM)","FB EV/S (LTM)","GOOGL EV/S (LTM)"
02-18-1998,"15.62","0.00","0.34","0.00","0.00"
02-17-1998,"15.85","0.00","0.32","0.00","0.00"
02-13-1998,"15.98","0.00","0.32","0.00","0.00"
02-12-1998,"16.21","0.00","0.32","0.00","0.00"
02-11-1998,"16.31","0.00","0.31","0.00","0.00"
02-10-1998,"16.35","0.00","0.32","0.00","0.00"
02-09-1998,"14.92","0.00","0.31","0.00","0.00"
02-06-1998,"15.09","0.00","0.29","0.00","0.00"
02-05-1998,"15.18","0.00","0.28","0.00","0.00"
02-04-1998,"15.58","0.00","0.28","0.00","0.00"
02-03-1998,"15.86","0.00","0.28","0.00","0.00"
02-02-1998,"16.01","0.00","0.27","0.00","0.00"
01-30-1998,"15.12","0.00","0.28","0.00","0.00"
01-29-1998,"15.25","0.00","0.29","0.00","0.00"
01-28-1998,"14.65","0.00","0.30","0.00","0.00"
01-27-1998,"14.59","0.00","0.30","0.00","0.00"
01-26-1998,"14.79","0.00","0.30","0.00","0.00"
01-23-1998,"15.18","0.00","0.31","0.00","0.00"
01-22-1998,"15.82","0.00","0.30","0.00","0.00"
01-21-1998,"15.57","0.00","0.29","0.00","0.00"
01-20-1998,"15.19","0.00","0.30","0.00","0.00"
01-16-1998,"14.67","0.00","0.29","0.00","0.00"
01-15-1998,"15.19","0.00","0.30","0.00","0.00"
01-14-1998,"14.94","0.00","0.31","0.00","0.00"
01-13-1998,"14.21","0.00","0.31","0.00","0.00"
01-12-1998,"13.12","0.00","0.28","0.00","0.00"
01-09-1998,"12.99","0.00","0.28","0.00","0.00"
01-08-1998,"14.11","0.00","0.28","0.00","0.00"
01-07-1998,"14.64","0.00","0.27","0.00","0.00"
01-06-1998,"14.82","0.00","0.30","0.00","0.00"
01-05-1998,"14.54","0.00","0.24","0.00","0.00"
01-02-1998,"15.20","0.00","0.25","0.00","0.00"
12-31-1997,"15.40","0.00","0.19","0.00","0.00"
12-30-1997,"14.86","0.00","0.19","0.00","0.00"
12-29-1997,"14.54","0.00","0.19","0.00","0.00"
12-26-1997,"13.82","0.00","0.19","0.00","0.00"
12-24-1997,"14.08","0.00","0.19","0.00","0.00"
12-23-1997,"14.15","0.00","0.19","0.00","0.00"
12-22-1997,"14.38","0.00","0.19","0.00","0.00"
12-19-1997,"13.75","0.00","0.20","0.00","0.00"
12-18-1997,"13.09","0.00","0.20","0.00","0.00"
12-17-1997,"13.40","0.00","0.20","0.00","0.00"
12-16-1997,"13.62","0.00","0.21","0.00","0.00"
12-15-1997,"14.01","0.00","0.20","0.00","0.00"
12-12-1997,"13.88","0.00","0.21","0.00","0.00"
12-11-1997,"14.34","0.00","0.22","0.00","0.00"
12-10-1997,"13.78","0.00","0.22","0.00","0.00"
12-09-1997,"14.34","0.00","0.23","0.00","0.00"
12-08-1997,"14.41","0.00","0.23","0.00","0.00"
12-05-1997,"14.05","0.00","0.24","0.00","0.00"
12-04-1997,"13.75","0.00","0.21","0.00","0.00"
12-03-1997,"13.32","0.00","0.22","0.00","0.00"
12-02-1997,"12.91","0.00","0.22","0.00","0.00"
12-01-1997,"13.02","0.00","0.25","0.00","0.00"
11-28-1997,"12.56","0.00","0.25","0.00","0.00"
11-26-1997,"12.99","0.00","0.24","0.00","0.00"
11-25-1997,"12.81","0.00","0.24","0.00","0.00"
11-24-1997,"12.89","0.00","0.25","0.00","0.00"
11-21-1997,"13.72","0.00","0.26","0.00","0.00"
11-20-1997,"14.01","0.00","0.26","0.00","0.00"
11-19-1997,"13.78","0.00","0.26","0.00","0.00"
11-18-1997,"13.48","0.00","0.25","0.00","0.00"
11-17-1997,"13.35","0.00","0.26","0.00","0.00"
11-14-1997,"12.69","0.00","0.26","0.00","0.00"
11-13-1997,"18.56","0.00","0.25","0.00","0.00"
11-12-1997,"18.11","0.00","0.25","0.00","0.00"
11-11-1997,"19.01","0.00","0.26","0.00","0.00"
11-10-1997,"20.33","0.00","0.26","0.00","0.00"
11-07-1997,"21.70","0.00","0.28","0.00","0.00"
11-06-1997,"22.63","0.00","0.27","0.00","0.00"
11-05-1997,"23.71","0.00","0.26","0.00","0.00"
11-04-1997,"24.13","0.00","0.25","0.00","0.00"
11-03-1997,"24.71","0.00","0.24","0.00","0.00"
10-31-1997,"24.76","0.00","0.24","0.00","0.00"
10-30-1997,"24.97","0.00","0.23","0.00","0.00"
10-29-1997,"26.32","0.00","0.24","0.00","0.00"
10-28-1997,"24.08","0.00","0.26","0.00","0.00"
10-27-1997,"20.65","0.00","0.23","0.00","0.00"
10-24-1997,"24.47","0.00","0.23","0.00","0.00"
10-23-1997,"21.81","0.00","0.25","0.00","0.00"
10-22-1997,"21.91","0.00","0.26","0.00","0.00"
10-21-1997,"21.44","0.00","0.27","0.00","0.00"
10-20-1997,"18.38","0.00","0.26","0.00","0.00"
10-17-1997,"17.37","0.00","0.29","0.00","0.00"
10-16-1997,"17.37","0.00","0.31","0.00","0.00"
10-15-1997,"18.88","0.00","0.35","0.00","0.00"
10-14-1997,"19.17","0.00","0.35","0.00","0.00"
10-13-1997,"19.27","0.00","0.35","0.00","0.00"
10-10-1997,"18.77","0.00","0.35","0.00","0.00"
10-09-1997,"18.01","0.00","0.34","0.00","0.00"
10-08-1997,"19.30","0.00","0.33","0.00","0.00"
10-07-1997,"19.56","0.00","0.34","0.00","0.00"
10-06-1997,"19.91","0.00","0.34","0.00","0.00"
10-03-1997,"19.35","0.00","0.34","0.00","0.00"
10-02-1997,"19.33","0.00","0.34","0.00","0.00"
10-01-1997,"19.38","0.00","0.33","0.00","0.00"
09-30-1997,"20.99","0.00","0.34","0.00","0.00"
09-29-1997,"19.49","0.00","0.34","0.00","0.00"
09-26-1997,"20.12","0.00","0.33","0.00","0.00"
09-25-1997,"19.67","0.00","0.33","0.00","0.00"
09-24-1997,"21.17","0.00","0.33","0.00","0.00"
09-23-1997,"22.44","0.00","0.34","0.00","0.00"
09-22-1997,"21.81","0.00","0.35","0.00","0.00"
09-19-1997,"19.01","0.00","0.34","0.00","0.00"
09-18-1997,"15.68","0.00","0.35","0.00","0.00"
09-17-1997,"16.27","0.00","0.34","0.00","0.00"
09-16-1997,"16.00","0.00","0.34","0.00","0.00"
09-15-1997,"14.68","0.00","0.33","0.00","0.00"
09-12-1997,"17.69","0.00","0.34","0.00","0.00"
09-11-1997,"15.00","0.00","0.35","0.00","0.00"
09-10-1997,"15.74","0.00","0.36","0.00","0.00"
09-09-1997,"15.42","0.00","0.34","0.00","0.00"
09-08-1997,"14.21","0.00","0.33","0.00","0.00"
09-05-1997,"11.67","0.00","0.34","0.00","0.00"
09-04-1997,"11.94","0.00","0.35","0.00","0.00"
09-03-1997,"10.83","0.00","0.35","0.00","0.00"
09-02-1997,"10.93","0.00","0.35","0.00","0.00"
08-29-1997,"10.86","0.00","0.34","0.00","0.00"
08-28-1997,"11.04","0.00","0.34","0.00","0.00"
08-27-1997,"10.75","0.00","0.35","0.00","0.00"
08-26-1997,"10.88","0.00","0.34","0.00","0.00"
08-25-1997,"10.25","0.00","0.36","0.00","0.00"
08-22-1997,"9.77","0.00","0.37","0.00","0.00"
08-21-1997,"9.72","0.00","0.37","0.00","0.00"
08-20-1997,"9.98","0.00","0.38","0.00","0.00"
08-19-1997,"9.98","0.00","0.38","0.00","0.00"
08-18-1997,"9.35","0.00","0.37","0.00","0.00"
08-15-1997,"9.72","0.00","0.36","0.00","0.00"
08-14-1997,"9.93","0.00","0.36","0.00","0.00"
08-13-1997,"20.35","0.00","0.37","0.00","0.00"
08-12-1997,"20.35","0.00","0.34","0.00","0.00"
08-11-1997,"21.56","0.00","0.38","0.00","0.00"
08-08-1997,"21.22","0.00","0.37","0.00","0.00"
08-07-1997,"20.16","0.00","0.40","0.00","0.00"
08-06-1997,"20.83","0.00","0.36","0.00","0.00"
08-05-1997,"20.44","0.00","0.26","0.00","0.00"
08-04-1997,"21.41","0.00","0.26","0.00","0.00"
08-01-1997,"22.38","0.00","0.25","0.00","0.00"
07-31-1997,"22.18","0.00","0.22","0.00","0.00"
07-30-1997,"22.67","0.00","0.22","0.00","0.00"
07-29-1997,"22.96","0.00","0.21","0.00","0.00"
07-28-1997,"21.51","0.00","0.21","0.00","0.00"
07-25-1997,"20.64","0.00","0.20","0.00","0.00"
07-24-1997,"20.93","0.00","0.20","0.00","0.00"
07-23-1997,"21.22","0.00","0.20","0.00","0.00"
07-22-1997,"19.77","0.00","0.21","0.00","0.00"
07-21-1997,"20.20","0.00","0.20","0.00","0.00"
07-18-1997,"19.96","0.00","0.22","0.00","0.00"
07-17-1997,"20.54","0.00","0.22","0.00","0.00"
07-16-1997,"21.60","0.00","0.21","0.00","0.00"
07-15-1997,"22.57","0.00","0.20","0.00","0.00"
07-14-1997,"19.77","0.00","0.19","0.00","0.00"
07-11-1997,"21.22","0.00","0.19","0.00","0.00"
07-10-1997,"23.73","0.00","0.16","0.00","0.00"
07-09-1997,"21.51","0.00","0.16","0.00","0.00"
07-08-1997,"21.31","0.00","0.17","0.00","0.00"
07-07-1997,"18.51","0.00","0.17","0.00","0.00"
07-03-1997,"17.69","0.00","0.16","0.00","0.00"
07-02-1997,"14.70","0.00","0.16","0.00","0.00"
07-01-1997,"14.02","0.00","0.16","0.00","0.00"
06-30-1997,"14.26","0.00","0.17","0.00","0.00"
06-27-1997,"13.78","0.00","0.18","0.00","0.00"
06-26-1997,"13.97","0.00","0.18","0.00","0.00"
06-25-1997,"13.97","0.00","0.19","0.00","0.00"
06-24-1997,"13.97","0.00","0.19","0.00","0.00"
06-23-1997,"13.88","0.00","0.19","0.00","0.00"
06-20-1997,"14.12","0.00","0.19","0.00","0.00"
06-19-1997,"13.97","0.00","0.20","0.00","0.00"
06-18-1997,"13.97","0.00","0.20","0.00","0.00"
06-17-1997,"13.93","0.00","0.21","0.00","0.00"
06-16-1997,"14.55","0.00","0.19","0.00","0.00"
06-13-1997,"14.65","0.00","0.20","0.00","0.00"
06-12-1997,"14.84","0.00","0.20","0.00","0.00"
06-11-1997,"14.26","0.00","0.20","0.00","0.00"
06-10-1997,"14.65","0.00","0.20","0.00","0.00"
06-09-1997,"15.62","0.00","0.21","0.00","0.00"
06-06-1997,"15.33","0.00","0.21","0.00","0.00"
06-05-1997,"14.26","0.00","0.21","0.00","0.00"
06-04-1997,"13.10","0.00","0.21","0.00","0.00"
06-03-1997,"13.68","0.00","0.21","0.00","0.00"
06-02-1997,"13.97","0.00","0.21","0.00","0.00"
05-30-1997,"13.88","0.00","0.21","0.00","0.00"
05-29-1997,"13.93","0.00","0.21","0.00","0.00"
05-28-1997,"14.17","0.00","0.22","0.00","0.00"
05-27-1997,"14.65","0.00","0.22","0.00","0.00"
05-23-1997,"13.88","0.00","0.21","0.00","0.00"
05-22-1997,"12.91","0.00","0.21","0.00","0.00"
05-21-1997,"13.20","0.00","0.21","0.00","0.00"
05-20-1997,"15.13","0.00","0.22","0.00","0.00"
05-19-1997,"15.81","0.00","0.22","0.00","0.00"
05-16-1997,"16.00","0.00","0.22","0.00","0.00"
05-15-1997,"18.13","0.00","0.23","0.00","0.00"
05-14-1997,"0.00","0.00","0.23","0.00","0.00"
05-13-1997,"0.00","0.00","0.22","0.00","0.00"
05-12-1997,"0.00","0.00","0.22","0.00","0.00"
05-09-1997,"0.00","0.00","0.16","0.00","0.00"
05-08-1997,"0.00","0.00","0.16","0.00","0.00"
05-07-1997,"0.00","0.00","0.16","0.00","0.00"
05-06-1997,"0.00","0.00","0.16","0.00","0.00"
05-05-1997,"0.00","0.00","0.16","0.00","0.00"
05-02-1997,"0.00","0.00","0.16","0.00","0.00"
05-01-1997,"0.00","0.00","0.16","0.00","0.00"
04-30-1997,"0.00","0.00","0.16","0.00","0.00"
04-29-1997,"0.00","0.00","0.17","0.00","0.00"
04-28-1997,"0.00","0.00","0.17","0.00","0.00"
04-25-1997,"0.00","0.00","0.17","0.00","0.00"
04-24-1997,"0.00","0.00","0.18","0.00","0.00"
04-23-1997,"0.00","0.00","0.18","0.00","0.00"
04-22-1997,"0.00","0.00","0.18","0.00","0.00"
04-21-1997,"0.00","0.00","0.18","0.00","0.00"
04-18-1997,"0.00","0.00","0.18","0.00","0.00"
04-17-1997,"0.00","0.00","0.19","0.00","0.00"
04-16-1997,"0.00","0.00","0.19","0.00","0.00"
04-15-1997,"0.00","0.00","0.18","0.00","0.00"
04-14-1997,"0.00","0.00","0.19","0.00","0.00"
04-11-1997,"0.00","0.00","0.18","0.00","0.00"
04-10-1997,"0.00","0.00","0.19","0.00","0.00"
04-09-1997,"0.00","0.00","0.19","0.00","0.00"
04-08-1997,"0.00","0.00","0.19","0.00","0.00"
04-07-1997,"0.00","0.00","0.20","0.00","0.00"
04-04-1997,"0.00","0.00","0.20","0.00","0.00"
04-03-1997,"0.00","0.00","0.19","0.00","0.00"
04-02-1997,"0.00","0.00","0.18","0.00","0.00"
04-01-1997,"0.00","0.00","0.17","0.00","0.00"
03-31-1997,"0.00","0.00","0.18","0.00","0.00"
03-27-1997,"0.00","0.00","0.19","0.00","0.00"
03-26-1997,"0.00","0.00","0.16","0.00","0.00"
03-25-1997,"0.00","0.00","0.16","0.00","0.00"
03-24-1997,"0.00","0.00","0.16","0.00","0.00"
03-21-1997,"0.00","0.00","0.16","0.00","0.00"
03-20-1997,"0.00","0.00","0.17","0.00","0.00"
03-19-1997,"0.00","0.00","0.15","0.00","0.00"
03-18-1997,"0.00","0.00","0.15","0.00","0.00"
03-17-1997,"0.00","0.00","0.16","0.00","0.00"
03-14-1997,"0.00","0.00","0.16","0.00","0.00"
03-13-1997,"0.00","0.00","0.15","0.00","0.00"
03-12-1997,"0.00","0.00","0.15","0.00","0.00"
03-11-1997,"0.00","0.00","0.15","0.00","0.00"
03-10-1997,"0.00","0.00","0.16","0.00","0.00"
03-07-1997,"0.00","0.00","0.16","0.00","0.00"
03-06-1997,"0.00","0.00","0.16","0.00","0.00"
03-05-1997,"0.00","0.00","0.16","0.00","0.00"
03-04-1997,"0.00","0.00","0.16","0.00","0.00"
03-03-1997,"0.00","0.00","0.15","0.00","0.00"
02-28-1997,"0.00","0.00","0.15","0.00","0.00"
02-27-1997,"0.00","0.00","0.16","0.00","0.00"
02-26-1997,"0.00","0.00","0.17","0.00","0.00"
02-25-1997,"0.00","0.00","0.16","0.00","0.00"
02-24-1997,"0.00","0.00","0.16","0.00","0.00"
02-21-1997,"0.00","0.00","0.15","0.00","0.00"
02-20-1997,"0.00","0.00","0.16","0.00","0.00"
02-19-1997,"0.00","0.00","0.17","0.00","0.00"
02-18-1997,"0.00","0.00","0.18","0.00","0.00"
02-14-1997,"0.00","0.00","0.15","0.00","0.00"
02-13-1997,"0.00","0.00","0.15","0.00","0.00"
02-12-1997,"0.00","0.00","0.15","0.00","0.00"
02-11-1997,"0.00","0.00","0.15","0.00","0.00"
02-10-1997,"0.00","0.00","0.14","0.00","0.00"
02-07-1997,"0.00","0.00","0.14","0.00","0.00"
02-06-1997,"0.00","0.00","0.14","0.00","0.00"
02-05-1997,"0.00","0.00","0.13","0.00","0.00"
02-04-1997,"0.00","0.00","0.13","0.00","0.00"
02-03-1997,"0.00","0.00","0.14","0.00","0.00"
01-31-1997,"0.00","0.00","0.15","0.00","0.00"
01-30-1997,"0.00","0.00","0.15","0.00","0.00"
01-29-1997,"0.00","0.00","0.15","0.00","0.00"
01-28-1997,"0.00","0.00","0.15","0.00","0.00"
01-27-1997,"0.00","0.00","0.15","0.00","0.00"
01-24-1997,"0.00","0.00","0.15","0.00","0.00"
01-23-1997,"0.00","0.00","0.16","0.00","0.00"
01-22-1997,"0.00","0.00","0.16","0.00","0.00"
01-21-1997,"0.00","0.00","0.16","0.00","0.00"
01-20-1997,"0.00","0.00","0.15","0.00","0.00"
01-17-1997,"0.00","0.00","0.15","0.00","0.00"
01-16-1997,"0.00","0.00","0.15","0.00","0.00"
01-15-1997,"0.00","0.00","0.16","0.00","0.00"
01-14-1997,"0.00","0.00","0.16","0.00","0.00"
01-13-1997,"0.00","0.00","0.17","0.00","0.00"
01-10-1997,"0.00","0.00","0.17","0.00","0.00"
01-09-1997,"0.00","0.00","0.16","0.00","0.00"
01-08-1997,"0.00","0.00","0.16","0.00","0.00"
01-07-1997,"0.00","0.00","0.16","0.00","0.00"
01-06-1997,"0.00","0.00","0.16","0.00","0.00"
01-03-1997,"0.00","0.00","0.21","0.00","0.00"
01-02-1997,"0.00","0.00","0.20","0.00","0.00"
12-31-1996,"0.00","0.00","0.20","0.00","0.00"
12-30-1996,"0.00","0.00","0.21","0.00","0.00"
12-27-1996,"0.00","0.00","0.23","0.00","0.00"
12-26-1996,"0.00","0.00","0.23","0.00","0.00"
12-24-1996,"0.00","0.00","0.23","0.00","0.00"
12-23-1996,"0.00","0.00","0.23","0.00","0.00"
12-20-1996,"0.00","0.00","0.24","0.00","0.00"
12-19-1996,"0.00","0.00","0.22","0.00","0.00"
12-18-1996,"0.00","0.00","0.25","0.00","0.00"
12-17-1996,"0.00","0.00","0.25","0.00","0.00"
12-16-1996,"0.00","0.00","0.25","0.00","0.00"
12-13-1996,"0.00","0.00","0.25","0.00","0.00"
12-12-1996,"0.00","0.00","0.26","0.00","0.00"
12-11-1996,"0.00","0.00","0.26","0.00","0.00"
12-10-1996,"0.00","0.00","0.27","0.00","0.00"
12-09-1996,"0.00","0.00","0.27","0.00","0.00"
12-06-1996,"0.00","0.00","0.28","0.00","0.00"
12-05-1996,"0.00","0.00","0.27","0.00","0.00"
12-04-1996,"0.00","0.00","0.27","0.00","0.00"
12-03-1996,"0.00","0.00","0.28","0.00","0.00"
12-02-1996,"0.00","0.00","0.28","0.00","0.00"
11-29-1996,"0.00","0.00","0.26","0.00","0.00"
11-27-1996,"0.00","0.00","0.27","0.00","0.00"
11-26-1996,"0.00","0.00","0.27","0.00","0.00"
11-25-1996,"0.00","0.00","0.27","0.00","0.00"
11-22-1996,"0.00","0.00","0.28","0.00","0.00"
11-21-1996,"0.00","0.00","0.27","0.00","0.00"
11-20-1996,"0.00","0.00","0.27","0.00","0.00"
11-19-1996,"0.00","0.00","0.27","0.00","0.00"
11-18-1996,"0.00","0.00","0.27","0.00","0.00"
11-15-1996,"0.00","0.00","0.27","0.00","0.00"
11-14-1996,"0.00","0.00","0.28","0.00","0.00"
11-13-1996,"0.00","0.00","0.28","0.00","0.00"
11-12-1996,"0.00","0.00","0.28","0.00","0.00"
11-11-1996,"0.00","0.00","0.29","0.00","0.00"
11-08-1996,"0.00","0.00","0.29","0.00","0.00"
11-07-1996,"0.00","0.00","0.29","0.00","0.00"
11-06-1996,"0.00","0.00","0.28","0.00","0.00"
11-05-1996,"0.00","0.00","0.28","0.00","0.00"
11-04-1996,"0.00","0.00","0.27","0.00","0.00"
11-01-1996,"0.00","0.00","0.27","0.00","0.00"
10-31-1996,"0.00","0.00","0.25","0.00","0.00"
10-30-1996,"0.00","0.00","0.25","0.00","0.00"
10-29-1996,"0.00","0.00","0.25","0.00","0.00"
10-28-1996,"0.00","0.00","0.27","0.00","0.00"
10-25-1996,"0.00","0.00","0.27","0.00","0.00"
10-24-1996,"0.00","0.00","0.27","0.00","0.00"
10-23-1996,"0.00","0.00","0.27","0.00","0.00"
10-22-1996,"0.00","0.00","0.27","0.00","0.00"
10-21-1996,"0.00","0.00","0.28","0.00","0.00"
10-18-1996,"0.00","0.00","0.29","0.00","0.00"
10-17-1996,"0.00","0.00","0.29","0.00","0.00"
10-16-1996,"0.00","0.00","0.28","0.00","0.00"
10-15-1996,"0.00","0.00","0.28","0.00","0.00"
10-14-1996,"0.00","0.00","0.28","0.00","0.00"
10-11-1996,"0.00","0.00","0.27","0.00","0.00"
10-10-1996,"0.00","0.00","0.27","0.00","0.00"
10-09-1996,"0.00","0.00","0.25","0.00","0.00"
10-08-1996,"0.00","0.00","0.25","0.00","0.00"
10-07-1996,"0.00","0.00","0.25","0.00","0.00"
10-04-1996,"0.00","0.00","0.25","0.00","0.00"
10-03-1996,"0.00","0.00","0.24","0.00","0.00"
10-02-1996,"0.00","0.00","0.26","0.00","0.00"
10-01-1996,"0.00","0.00","0.27","0.00","0.00"
09-30-1996,"0.00","0.00","0.24","0.00","0.00"
09-27-1996,"0.00","0.00","0.24","0.00","0.00"
09-26-1996,"0.00","0.00","0.24","0.00","0.00"
09-25-1996,"0.00","0.00","0.24","0.00","0.00"
09-24-1996,"0.00","0.00","0.25","0.00","0.00"
09-23-1996,"0.00","0.00","0.24","0.00","0.00"
09-20-1996,"0.00","0.00","0.25","0.00","0.00"
09-19-1996,"0.00","0.00","0.26","0.00","0.00"
09-18-1996,"0.00","0.00","0.26","0.00","0.00"
09-17-1996,"0.00","0.00","0.25","0.00","0.00"
09-16-1996,"0.00","0.00","0.24","0.00","0.00"
09-13-1996,"0.00","0.00","0.23","0.00","0.00"
09-12-1996,"0.00","0.00","0.22","0.00","0.00"
09-11-1996,"0.00","0.00","0.23","0.00","0.00"
09-10-1996,"0.00","0.00","0.23","0.00","0.00"
09-09-1996,"0.00","0.00","0.24","0.00","0.00"
09-06-1996,"0.00","0.00","0.25","0.00","0.00"
09-05-1996,"0.00","0.00","0.25","0.00","0.00"
09-04-1996,"0.00","0.00","0.26","0.00","0.00"
09-03-1996,"0.00","0.00","0.26","0.00","0.00"
08-30-1996,"0.00","0.00","0.27","0.00","0.00"
08-29-1996,"0.00","0.00","0.27","0.00","0.00"
08-28-1996,"0.00","0.00","0.27","0.00","0.00"
08-27-1996,"0.00","0.00","0.27","0.00","0.00"
08-26-1996,"0.00","0.00","0.26","0.00","0.00"
08-23-1996,"0.00","0.00","0.26","0.00","0.00"
08-22-1996,"0.00","0.00","0.25","0.00","0.00"
08-21-1996,"0.00","0.00","0.25","0.00","0.00"
08-20-1996,"0.00","0.00","0.26","0.00","0.00"
08-19-1996,"0.00","0.00","0.26","0.00","0.00"
08-16-1996,"0.00","0.00","0.25","0.00","0.00"
08-15-1996,"0.00","0.00","0.24","0.00","0.00"
08-14-1996,"0.00","0.00","0.25","0.00","0.00"
08-13-1996,"0.00","0.00","0.25","0.00","0.00"
08-12-1996,"0.00","0.00","0.25","0.00","0.00"
08-09-1996,"0.00","0.00","0.27","0.00","0.00"
08-08-1996,"0.00","0.00","0.26","0.00","0.00"
08-07-1996,"0.00","0.00","0.26","0.00","0.00"
08-06-1996,"0.00","0.00","0.25","0.00","0.00"
08-05-1996,"0.00","0.00","0.24","0.00","0.00"
08-02-1996,"0.00","0.00","0.25","0.00","0.00"
08-01-1996,"0.00","0.00","0.25","0.00","0.00"
07-31-1996,"0.00","0.00","0.26","0.00","0.00"
07-30-1996,"0.00","0.00","0.25","0.00","0.00"
07-29-1996,"0.00","0.00","0.26","0.00","0.00"
07-26-1996,"0.00","0.00","0.26","0.00","0.00"
07-25-1996,"0.00","0.00","0.24","0.00","0.00"
07-24-1996,"0.00","0.00","0.24","0.00","0.00"
07-23-1996,"0.00","0.00","0.24","0.00","0.00"
07-22-1996,"0.00","0.00","0.24","0.00","0.00"
07-19-1996,"0.00","0.00","0.24","0.00","0.00"
07-18-1996,"0.00","0.00","0.24","0.00","0.00"
07-17-1996,"0.00","0.00","0.20","0.00","0.00"
07-16-1996,"0.00","0.00","0.20","0.00","0.00"
07-15-1996,"0.00","0.00","0.20","0.00","0.00"
07-12-1996,"0.00","0.00","0.21","0.00","0.00"
07-11-1996,"0.00","0.00","0.21","0.00","0.00"
07-10-1996,"0.00","0.00","0.22","0.00","0.00"
07-09-1996,"0.00","0.00","0.22","0.00","0.00"
07-08-1996,"0.00","0.00","0.22","0.00","0.00"
07-05-1996,"0.00","0.00","0.23","0.00","0.00"
07-03-1996,"0.00","0.00","0.23","0.00","0.00"
07-02-1996,"0.00","0.00","0.24","0.00","0.00"
07-01-1996,"0.00","0.00","0.25","0.00","0.00"
06-28-1996,"0.00","0.00","0.24","0.00","0.00"
06-27-1996,"0.00","0.00","0.24","0.00","0.00"
06-26-1996,"0.00","0.00","0.23","0.00","0.00"
06-25-1996,"0.00","0.00","0.24","0.00","0.00"
06-24-1996,"0.00","0.00","0.26","0.00","0.00"
06-21-1996,"0.00","0.00","0.26","0.00","0.00"
06-20-1996,"0.00","0.00","0.26","0.00","0.00"
06-19-1996,"0.00","0.00","0.27","0.00","0.00"
06-18-1996,"0.00","0.00","0.26","0.00","0.00"
06-17-1996,"0.00","0.00","0.27","0.00","0.00"
06-14-1996,"0.00","0.00","0.28","0.00","0.00"
06-13-1996,"0.00","0.00","0.28","0.00","0.00"
06-12-1996,"0.00","0.00","0.28","0.00","0.00"
06-11-1996,"0.00","0.00","0.28","0.00","0.00"
06-10-1996,"0.00","0.00","0.28","0.00","0.00"
06-07-1996,"0.00","0.00","0.28","0.00","0.00"
06-06-1996,"0.00","0.00","0.28","0.00","0.00"
06-05-1996,"0.00","0.00","0.29","0.00","0.00"
06-04-1996,"0.00","0.00","0.28","0.00","0.00"
06-03-1996,"0.00","0.00","0.29","0.00","0.00"
05-31-1996,"0.00","0.00","0.30","0.00","0.00"
05-30-1996,"0.00","0.00","0.29","0.00","0.00"
05-29-1996,"0.00","0.00","0.29","0.00","0.00"
05-28-1996,"0.00","0.00","0.30","0.00","0.00"
05-24-1996,"0.00","0.00","0.31","0.00","0.00"
05-23-1996,"0.00","0.00","0.30","0.00","0.00"
05-22-1996,"0.00","0.00","0.30","0.00","0.00"
05-21-1996,"0.00","0.00","0.31","0.00","0.00"
05-20-1996,"0.00","0.00","0.32","0.00","0.00"
05-17-1996,"0.00","0.00","0.32","0.00","0.00"
05-16-1996,"0.00","0.00","0.33","0.00","0.00"
05-15-1996,"0.00","0.00","0.33","0.00","0.00"
05-14-1996,"0.00","0.00","0.32","0.00","0.00"
05-13-1996,"0.00","0.00","0.31","0.00","0.00"
05-10-1996,"0.00","0.00","0.27","0.00","0.00"
05-09-1996,"0.00","0.00","0.26","0.00","0.00"
05-08-1996,"0.00","0.00","0.26","0.00","0.00"
05-07-1996,"0.00","0.00","0.27","0.00","0.00"
05-06-1996,"0.00","0.00","0.25","0.00","0.00"
05-03-1996,"0.00","0.00","0.23","0.00","0.00"
05-02-1996,"0.00","0.00","0.23","0.00","0.00"
05-01-1996,"0.00","0.00","0.24","0.00","0.00"
04-30-1996,"0.00","0.00","0.24","0.00","0.00"
04-29-1996,"0.00","0.00","0.24","0.00","0.00"
04-26-1996,"0.00","0.00","0.24","0.00","0.00"
04-25-1996,"0.00","0.00","0.24","0.00","0.00"
04-24-1996,"0.00","0.00","0.24","0.00","0.00"
04-23-1996,"0.00","0.00","0.24","0.00","0.00"
04-22-1996,"0.00","0.00","0.25","0.00","0.00"
04-19-1996,"0.00","0.00","0.25","0.00","0.00"
04-18-1996,"0.00","0.00","0.24","0.00","0.00"
04-17-1996,"0.00","0.00","0.25","0.00","0.00"
04-16-1996,"0.00","0.00","0.26","0.00","0.00"
04-15-1996,"0.00","0.00","0.25","0.00","0.00"
04-12-1996,"0.00","0.00","0.25","0.00","0.00"
04-11-1996,"0.00","0.00","0.25","0.00","0.00"
04-10-1996,"0.00","0.00","0.26","0.00","0.00"
04-09-1996,"0.00","0.00","0.26","0.00","0.00"
04-08-1996,"0.00","0.00","0.24","0.00","0.00"
04-04-1996,"0.00","0.00","0.24","0.00","0.00"
04-03-1996,"0.00","0.00","0.24","0.00","0.00"
04-02-1996,"0.00","0.00","0.25","0.00","0.00"
04-01-1996,"0.00","0.00","0.25","0.00","0.00"
03-29-1996,"0.00","0.00","0.24","0.00","0.00"
03-28-1996,"0.00","0.00","0.24","0.00","0.00"
03-27-1996,"0.00","0.00","0.25","0.00","0.00"
03-26-1996,"0.00","0.00","0.23","0.00","0.00"
