" Date","AMZN Mkt Cap","NFLX Mkt Cap","GOOGL Mkt Cap","AAPL Mkt Cap","FB Mkt Cap"
11-13-2009,"57,573.75","3,173.88","181,494.51","184,143.70","0.00"
11-12-2009,"56,517.27","3,112.89","180,161.97","181,928.03","0.00"
11-11-2009,"56,248.82","3,179.76","181,021.77","183,062.89","0.00"
11-10-2009,"56,352.74","3,124.13","179,816.15","182,819.70","0.00"
11-09-2009,"54,845.96","3,059.93","178,467.75","181,450.69","0.00"
11-06-2009,"54,642.45","2,988.25","174,847.69","175,037.85","0.00"
11-05-2009,"52,222.08","3,016.60","174,070.38","174,758.72","0.00"
11-04-2009,"50,702.31","2,897.31","171,430.69","171,858.44","0.00"
11-03-2009,"51,252.20","2,875.37","170,090.59","170,003.05","0.00"
11-02-2009,"51,455.70","2,878.05","169,045.91","170,507.43","0.00"
10-30-2009,"51,442.71","2,859.32","169,720.21","169,777.87","0.00"
10-29-2009,"53,073.76","2,959.36","174,446.62","176,848.22","0.00"
10-28-2009,"52,668.05","2,864.14","171,043.47","173,290.52","0.00"
10-27-2009,"52,854.23","2,901.59","173,572.88","177,766.90","0.00"
10-26-2009,"53,966.96","2,951.34","175,446.98","182,192.60","0.00"
10-23-2009,"51,304.16","2,999.34","175,282.36","183,506.32","0.00"
10-22-2009,"40,352.36","2,711.92","175,408.99","184,640.08","0.00"
10-21-2009,"40,339.41","2,747.34","174,462.44","184,388.13","0.00"
10-20-2009,"41,013.03","2,811.07","174,658.72","178,845.33","0.00"
10-19-2009,"40,883.49","2,859.30","174,775.85","170,837.07","0.00"
10-16-2009,"41,159.84","2,812.80","174,066.73","168,458.33","0.00"
10-15-2009,"41,457.79","2,890.88","167,754.30","170,706.83","0.00"
10-14-2009,"42,083.91","2,759.97","169,466.95","171,360.77","0.00"
10-13-2009,"40,948.26","2,669.26","166,551.33","170,223.09","0.00"
10-12-2009,"40,417.14","2,644.57","165,896.02","170,930.77","0.00"
10-09-2009,"41,328.25","2,693.37","163,429.93","170,626.22","0.00"
10-08-2009,"41,116.66","2,643.42","162,774.63","169,551.22","0.00"
10-07-2009,"40,576.90","2,655.48","163,838.31","170,429.12","0.00"
10-06-2009,"39,255.57","2,650.88","157,886.77","170,214.13","0.00"
10-05-2009,"38,288.33","2,607.82","154,651.41","166,643.41","0.00"
10-02-2009,"38,797.86","2,567.63","153,404.12","165,636.51","0.00"
10-01-2009,"39,311.71","2,561.89","154,233.54","162,017.33","0.00"
09-30-2009,"40,313.50","2,650.88","156,971.88","166,039.61","0.00"
09-29-2009,"39,605.34","2,656.05","157,820.29","166,066.50","0.00"
09-28-2009,"39,816.92","2,639.40","157,820.29","166,757.99","0.00"
09-25-2009,"39,087.17","2,656.05","155,905.03","163,370.09","0.00"
09-24-2009,"39,773.74","2,676.72","157,263.13","164,669.04","0.00"
09-23-2009,"39,890.33","2,689.93","157,798.13","166,174.01","0.00"
09-22-2009,"40,481.91","2,740.45","157,988.07","165,260.26","0.00"
09-21-2009,"39,104.44","2,727.25","157,335.94","164,848.18","0.00"
09-18-2009,"38,983.54","2,721.51","155,582.13","165,744.01","0.00"
09-17-2009,"39,052.63","2,666.39","155,664.44","165,322.97","0.00"
09-16-2009,"39,164.89","2,687.06","154,578.60","162,922.19","0.00"
09-15-2009,"36,077.47","2,581.98","151,175.46","156,911.26","0.00"
09-14-2009,"36,211.34","2,484.95","150,409.36","155,621.27","0.00"
09-11-2009,"36,504.96","2,449.35","149,465.97","154,223.80","0.00"
09-10-2009,"36,207.02","2,497.58","149,086.09","154,582.14","0.00"
09-09-2009,"35,511.81","2,482.08","146,879.59","153,310.06","0.00"
09-08-2009,"34,933.19","2,381.60","145,185.93","154,913.58","0.00"
09-07-2009,"34,056.62","2,351.17","146,034.34","152,566.55","0.00"
09-04-2009,"34,056.62","2,351.17","146,034.34","152,566.55","0.00"
09-03-2009,"33,879.58","2,313.28","144,837.70","149,198.27","0.00"
09-02-2009,"33,741.40","2,398.83","143,409.97","147,970.99","0.00"
09-01-2009,"34,181.84","2,420.07","144,280.85","148,076.72","0.00"
08-31-2009,"35,058.41","2,505.05","146,151.47","150,685.34","0.00"
08-28-2009,"35,736.35","2,538.92","147,126.51","152,333.63","0.00"
08-27-2009,"36,405.65","2,511.94","147,541.22","151,796.13","0.00"
08-26-2009,"36,271.79","2,524.57","148,155.37","149,968.67","0.00"
08-25-2009,"36,353.83","2,552.70","149,222.21","151,751.36","0.00"
08-24-2009,"36,487.69","2,544.66","148,386.47","151,446.78","0.00"
08-21-2009,"36,703.60","2,589.45","147,281.63","151,590.10","0.00"
08-20-2009,"36,310.65","2,582.56","145,752.59","149,001.20","0.00"
08-19-2009,"35,839.98","2,576.24","140,548.16","147,451.43","0.00"
08-18-2009,"35,459.99","2,500.45","140,962.87","146,913.93","0.00"
08-17-2009,"35,002.28","2,475.19","140,839.41","142,963.37","0.00"
08-14-2009,"36,090.43","2,554.43","145,622.80","149,404.30","0.00"
08-13-2009,"36,530.87","2,657.20","146,344.58","150,873.46","0.00"
08-12-2009,"37,118.13","2,657.20","145,173.27","148,087.45","0.00"
08-11-2009,"36,081.79","2,646.29","143,703.11","145,865.84","0.00"
08-10-2009,"36,461.78","2,629.64","144,549.62","147,558.93","0.00"
08-07-2009,"36,841.77","2,583.71","144,704.74","148,266.62","0.00"
08-06-2009,"36,474.74","2,497.58","142,571.05","146,833.31","0.00"
08-05-2009,"36,397.01","2,544.09","142,817.98","147,908.29","0.00"
08-04-2009,"37,049.04","2,536.63","143,639.16","148,302.46","0.00"
08-03-2009,"37,757.20","2,581.98","142,870.89","149,090.77","0.00"
07-31-2009,"37,031.77","2,522.85","139,976.89","146,367.50","0.00"
07-30-2009,"37,174.26","2,503.90","140,795.17","145,830.00","0.00"
07-29-2009,"36,418.60","2,451.65","137,825.34","143,357.55","0.00"
07-28-2009,"36,694.96","2,430.98","138,965.88","143,330.66","0.00"
07-27-2009,"36,375.42","2,394.24","140,529.78","143,420.26","0.00"
07-24-2009,"37,346.99","2,422.94","141,136.39","143,318.12","0.00"
07-23-2009,"40,331.06","2,667.53","138,173.51","141,377.79","0.00"
07-22-2009,"38,148.45","2,612.56","135,124.06","140,410.32","0.00"
07-21-2009,"38,242.97","2,583.71","135,190.41","135,712.83","0.00"
07-20-2009,"37,907.84","2,586.02","135,907.59","136,411.60","0.00"
07-17-2009,"36,885.28","2,546.78","135,932.87","135,377.65","0.00"
07-16-2009,"36,996.99","2,546.21","139,834.72","131,604.03","0.00"
07-15-2009,"36,326.74","2,562.36","138,435.11","131,033.09","0.00"
07-14-2009,"35,209.65","2,498.32","134,176.24","126,920.46","0.00"
07-13-2009,"35,003.42","2,434.27","134,053.03","126,982.90","0.00"
07-10-2009,"33,353.57","2,311.95","130,925.23","123,575.03","0.00"
07-09-2009,"33,555.51","2,305.03","129,658.31","121,648.10","0.00"
07-08-2009,"33,237.57","2,232.91","127,162.39","122,415.30","0.00"
07-07-2009,"32,494.28","2,238.68","125,310.99","120,791.66","0.00"
07-06-2009,"33,555.51","2,295.22","129,411.88","123,655.34","0.00"
07-03-2009,"34,079.68","2,303.30","129,058.03","124,913.21","0.00"
07-02-2009,"34,079.68","2,303.30","129,058.03","124,913.21","0.00"
07-01-2009,"35,059.28","2,343.69","132,375.39","127,420.04","0.00"
06-30-2009,"35,944.35","2,385.23","133,196.83","127,063.19","0.00"
06-29-2009,"35,673.67","2,377.15","134,002.48","126,652.83","0.00"
06-26-2009,"36,038.87","2,329.26","134,375.29","127,072.10","0.00"
06-25-2009,"35,317.07","2,371.96","131,358.07","124,770.48","0.00"
06-24-2009,"34,058.20","2,284.26","129,310.78","121,523.20","0.00"
06-23-2009,"33,375.06","2,283.10","128,170.24","119,551.63","0.00"
06-22-2009,"34,006.64","2,339.65","128,697.86","122,549.12","0.00"
06-19-2009,"35,643.60","2,399.65","132,722.92","124,431.47","0.00"
06-18-2009,"35,057.13","2,383.50","130,817.81","121,219.88","0.00"
06-17-2009,"35,510.41","2,330.99","131,165.34","120,952.23","0.00"
06-16-2009,"35,295.58","2,182.71","131,430.73","121,639.15","0.00"
06-15-2009,"35,738.12","2,201.75","131,674.00","121,407.22","0.00"
06-12-2009,"36,124.80","2,183.29","134,223.63","122,192.27","0.00"
06-11-2009,"36,816.54","2,177.52","135,537.94","124,850.76","0.00"
06-10-2009,"37,203.22","2,184.44","136,675.32","125,118.39","0.00"
06-09-2009,"37,413.75","2,250.79","137,629.46","127,321.89","0.00"
06-08-2009,"37,104.40","2,239.25","138,624.67","128,330.00","0.00"
06-05-2009,"37,619.98","2,261.18","140,378.13","129,061.51","0.00"
06-04-2009,"36,743.50","2,348.88","139,101.74","128,231.86","0.00"
06-03-2009,"36,812.24","2,336.76","136,375.18","125,742.87","0.00"
06-02-2009,"36,490.00","2,375.42","135,348.38","124,440.38","0.00"
06-01-2009,"35,682.27","2,362.15","134,767.05","124,315.49","0.00"
05-29-2009,"33,508.25","2,274.45","131,819.34","121,157.43","0.00"
05-28-2009,"33,362.17","2,223.67","129,661.47","120,497.26","0.00"
05-27-2009,"33,125.86","2,246.18","128,132.33","118,695.20","0.00"
05-26-2009,"33,680.11","2,313.11","127,753.20","116,670.12","0.00"
05-25-2009,"32,498.57","2,238.68","124,322.10","109,283.45","0.00"
05-22-2009,"32,498.57","2,238.68","124,322.10","109,283.45","0.00"
05-21-2009,"32,636.06","2,256.56","125,269.92","110,782.20","0.00"
05-20-2009,"33,499.65","2,322.34","125,484.75","112,289.86","0.00"
05-19-2009,"33,456.69","2,286.57","126,021.85","113,699.38","0.00"
05-18-2009,"32,631.77","2,236.95","125,377.34","112,985.70","0.00"
05-15-2009,"31,622.09","2,221.37","123,216.31","109,212.06","0.00"
05-14-2009,"32,270.86","2,139.44","122,426.46","109,684.89","0.00"
05-13-2009,"31,875.59","2,172.32","123,070.98","106,598.20","0.00"
05-12-2009,"33,482.47","2,326.95","126,062.92","110,996.29","0.00"
05-11-2009,"33,774.63","2,284.83","128,896.90","115,590.67","0.00"
05-08-2009,"33,491.06","2,320.61","128,691.54","115,251.66","0.00"
05-07-2009,"34,062.49","2,338.05","125,304.67","115,135.68","0.00"
05-06-2009,"35,226.84","2,514.70","127,472.01","118,204.53","0.00"
05-05-2009,"35,188.17","2,638.71","127,254.30","118,391.87","0.00"
05-04-2009,"34,273.02","2,628.77","126,935.14","117,820.93","0.00"
05-01-2009,"33,925.01","2,601.86","124,317.59","113,512.04","0.00"
04-30-2009,"34,595.26","2,650.41","125,037.56","112,254.17","0.00"
04-29-2009,"34,281.61","2,645.73","123,616.57","111,638.61","0.00"
04-28-2009,"35,403.00","2,701.30","121,166.15","110,534.18","0.00"
04-27-2009,"35,712.34","2,712.41","121,873.49","111,272.84","0.00"
04-24-2009,"36,288.07","2,499.49","122,991.33","110,532.41","0.00"
04-23-2009,"34,621.03","2,650.99","121,475.61","111,870.56","0.00"
04-22-2009,"34,015.45","2,683.75","121,213.52","108,376.18","0.00"
04-21-2009,"33,817.89","2,725.87","120,458.81","108,433.81","0.00"
04-20-2009,"33,315.38","2,901.94","119,773.58","107,311.71","0.00"
04-17-2009,"33,450.90","2,856.31","123,859.71","109,912.14","0.00"
04-16-2009,"33,108.04","2,823.55","122,754.50","108,157.75","0.00"
04-15-2009,"32,019.44","2,725.28","119,809.43","104,764.73","0.00"
04-14-2009,"33,095.18","2,796.06","116,466.14","105,361.41","0.00"
04-13-2009,"33,832.34","2,890.82","119,370.61","107,062.36","0.00"
04-10-2009,"34,188.07","2,746.34","117,599.51","106,483.51","0.00"
04-09-2009,"34,188.07","2,746.34","117,599.51","106,483.51","0.00"
04-08-2009,"32,992.32","2,590.16","114,284.63","103,589.19","0.00"
04-07-2009,"32,362.30","2,556.23","113,227.02","102,413.66","0.00"
04-06-2009,"33,425.19","2,603.03","116,254.61","105,486.09","0.00"
04-03-2009,"33,502.33","2,527.53","116,740.80","103,295.33","0.00"
04-02-2009,"32,718.03","2,531.06","114,442.48","100,374.31","0.00"
04-01-2009,"31,500.85","2,515.80","111,787.41","96,794.27","0.00"
03-31-2009,"31,475.14","2,518.73","109,883.72","93,614.99","0.00"
03-30-2009,"30,617.97","2,466.50","108,188.39","93,053.94","0.00"
03-27-2009,"30,223.67","2,328.59","109,770.07","95,155.66","0.00"
03-26-2009,"31,582.28","2,450.07","111,534.85","97,845.12","0.00"
03-25-2009,"31,029.41","2,438.92","108,624.06","94,835.06","0.00"
03-24-2009,"31,205.13","2,548.07","109,601.17","94,844.86","0.00"
03-23-2009,"32,392.30","2,546.90","109,911.70","95,877.01","0.00"
03-20-2009,"29,983.67","2,444.20","104,097.37","90,471.35","0.00"
03-19-2009,"30,043.67","2,435.99","104,028.01","90,498.05","0.00"
03-18-2009,"30,536.54","2,442.44","105,024.33","90,409.01","0.00"
03-17-2009,"30,579.40","2,393.73","105,730.59","88,752.57","0.00"
03-16-2009,"28,706.49","2,268.74","100,796.25","84,976.63","0.00"
03-13-2009,"29,413.65","2,310.40","102,287.58","85,430.81","0.00"
03-12-2009,"29,820.81","2,345.03","102,006.97","85,804.84","0.00"
03-11-2009,"29,375.08","2,200.08","100,235.02","82,536.52","0.00"
03-10-2009,"28,162.19","2,259.35","97,164.06","78,927.53","0.00"
03-09-2009,"25,924.99","2,259.35","91,715.79","74,013.91","0.00"
03-06-2009,"26,439.29","2,240.57","97,290.18","75,964.22","0.00"
03-05-2009,"27,759.32","2,224.14","96,366.37","79,116.79","0.00"
03-04-2009,"27,776.46","2,212.99","100,553.47","81,191.77","0.00"
03-03-2009,"26,443.57","2,133.76","102,621.80","78,698.22","0.00"
03-02-2009,"26,567.86","2,015.81","103,151.49","78,315.29","0.00"
02-27-2009,"27,767.89","2,126.72","106,566.12","79,535.33","0.00"
02-26-2009,"26,717.86","2,099.73","106,310.73","79,428.48","0.00"
02-25-2009,"27,305.02","2,100.31","107,716.94","81,182.87","0.00"
02-24-2009,"28,115.04","2,122.58","108,918.21","80,372.47","0.00"
02-23-2009,"26,447.86","2,094.33","104,065.84","77,433.64","0.00"
02-20-2009,"27,369.31","2,166.14","109,233.50","81,218.48","0.00"
02-19-2009,"26,550.72","2,183.21","108,032.24","80,719.77","0.00"
02-18-2009,"26,722.15","2,177.91","111,333.36","84,041.55","0.00"
02-17-2009,"26,430.71","2,190.86","108,038.54","84,184.03","0.00"
02-16-2009,"27,112.16","2,268.56","112,774.25","88,307.29","0.00"
02-13-2009,"27,112.16","2,268.56","112,774.25","88,307.29","0.00"
02-12-2009,"27,412.17","2,232.65","114,271.48","88,405.27","0.00"
02-11-2009,"27,581.03","2,129.06","112,694.56","86,223.41","0.00"
02-10-2009,"27,133.59","2,129.06","112,842.50","87,122.86","0.00"
02-09-2009,"28,590.77","2,174.38","119,219.42","91,290.65","0.00"
02-06-2009,"28,522.20","2,177.91","116,861.91","88,806.00","0.00"
02-05-2009,"27,077.87","2,205.58","111,334.82","85,902.81","0.00"
02-04-2009,"26,169.28","2,169.08","107,960.66","83,311.29","0.00"
02-03-2009,"27,253.59","2,162.61","107,158.04","82,803.68","0.00"
02-02-2009,"26,207.85","2,174.97","107,195.81","81,494.56","0.00"
01-30-2009,"25,174.96","2,127.29","106,553.71","80,265.59","0.00"
01-29-2009,"21,441.60","2,170.85","108,061.38","82,821.48","0.00"
01-28-2009,"21,595.98","2,128.47","109,745.32","83,890.14","0.00"
01-27-2009,"20,772.62","2,049.59","104,334.69","80,799.94","0.00"
01-26-2009,"21,282.93","1,774.70","101,939.41","79,829.22","0.00"
01-23-2009,"21,711.76","1,785.89","102,200.66","78,689.32","0.00"
01-22-2009,"21,415.87","1,809.35","96,472.14","78,677.06","0.00"
01-21-2009,"21,673.17","1,800.55","95,395.68","73,753.06","0.00"
01-20-2009,"20,772.62","1,750.10","88,996.73","69,557.76","0.00"
01-19-2009,"22,123.44","1,834.00","94,322.37","73,231.33","0.00"
01-16-2009,"22,123.44","1,834.00","94,322.37","73,231.33","0.00"
01-15-2009,"22,059.12","1,855.12","94,108.33","74,165.29","0.00"
01-14-2009,"20,794.06","1,733.09","94,731.55","75,899.79","0.00"
01-13-2009,"22,063.41","1,815.22","98,933.51","78,016.77","0.00"
01-12-2009,"22,264.96","1,831.06","98,420.46","78,861.76","0.00"
01-09-2009,"23,804.46","1,892.66","99,169.58","80,569.59","0.00"
01-08-2009,"24,512.04","1,944.88","102,354.89","82,455.29","0.00"
01-07-2009,"24,100.36","1,919.07","101,353.97","80,952.07","0.00"
01-06-2009,"24,597.80","1,932.56","105,146.76","82,688.72","0.00"
01-05-2009,"23,182.66","1,873.89","103,255.09","84,075.48","0.00"
01-02-2009,"23,311.31","1,752.45","101,136.79","80,670.85","0.00"
01-01-2009,"21,990.50","1,753.62","96,834.10","75,870.61","0.00"
12-31-2008,"21,990.50","1,753.62","96,834.10","75,870.61","0.00"
12-30-2008,"21,767.51","1,681.46","95,405.12","76,706.19","0.00"
12-29-2008,"21,184.30","1,638.63","93,614.17","76,990.66","0.00"
12-26-2008,"22,204.92","1,669.72","94,539.55","76,279.50","0.00"
12-25-2008,"22,059.12","1,608.12","95,354.76","75,595.02","0.00"
12-24-2008,"22,059.12","1,608.12","95,354.76","75,595.02","0.00"
12-23-2008,"21,904.74","1,592.87","93,803.02","76,786.22","0.00"
12-22-2008,"21,372.99","1,638.04","93,516.59","76,217.28","0.00"
12-19-2008,"22,110.58","1,624.55","97,627.28","80,004.14","0.00"
12-18-2008,"22,333.57","1,656.81","97,661.91","79,497.45","0.00"
12-17-2008,"22,805.29","1,689.08","99,223.09","79,257.44","0.00"
12-16-2008,"22,569.43","1,680.87","102,383.22","84,831.07","0.00"
12-15-2008,"20,948.44","1,671.48","97,784.66","84,226.59","0.00"
12-12-2008,"21,977.64","1,672.66","99,386.76","87,355.63","0.00"
12-11-2008,"20,691.14","1,650.95","94,495.48","84,448.83","0.00"
12-10-2008,"21,312.95","1,670.90","97,202.37","87,302.32","0.00"
12-09-2008,"21,977.64","1,648.01","96,305.32","88,946.84","0.00"
12-08-2008,"22,046.25","1,496.65","95,090.37","88,644.60","0.00"
12-05-2008,"20,695.43","1,482.57","89,387.02","83,559.88","0.00"
12-04-2008,"20,292.33","1,359.36","86,349.64","81,257.54","0.00"
12-03-2008,"19,387.49","1,396.91","87,951.74","85,248.88","0.00"
12-02-2008,"17,663.59","1,361.71","86,592.00","82,199.83","0.00"
12-01-2008,"17,354.83","1,293.07","83,721.45","79,052.99","0.00"
11-28-2008,"18,311.13","1,348.22","92,210.36","82,377.60","0.00"
11-27-2008,"18,851.45","1,341.76","91,936.53","84,448.83","0.00"
11-26-2008,"18,851.45","1,341.76","91,936.53","84,448.83","0.00"
11-25-2008,"18,092.42","1,269.01","88,776.40","80,715.31","0.00"
11-24-2008,"18,225.36","1,303.04","81,030.30","82,626.50","0.00"
11-21-2008,"16,239.87","1,172.80","82,600.92","73,408.24","0.00"
11-20-2008,"15,021.98","1,098.29","81,697.58","71,550.37","0.00"
11-19-2008,"15,369.34","1,205.65","88,187.81","76,706.19","0.00"
11-18-2008,"16,484.30","1,258.45","93,614.17","79,924.15","0.00"
11-17-2008,"17,020.34","1,246.72","94,464.00","78,350.74","0.00"
11-14-2008,"17,903.74","1,292.48","97,580.07","80,217.50","0.00"
11-13-2008,"19,267.42","1,429.18","98,228.46","85,728.89","0.00"
11-12-2008,"17,822.26","1,214.45","91,593.45","80,110.82","0.00"
11-11-2008,"19,854.92","1,291.89","98,033.32","84,244.36","0.00"
11-10-2008,"20,781.20","1,263.15","100,337.32","85,231.08","0.00"
11-07-2008,"21,102.82","1,282.51","104,227.68","87,328.98","0.00"
11-06-2008,"20,249.45","1,260.21","104,150.95","88,093.45","0.00"
11-05-2008,"22,290.69","1,348.80","107,616.15","91,826.98","0.00"
11-04-2008,"25,065.23","1,409.82","115,382.98","98,595.29","0.00"
11-03-2008,"23,915.96","1,370.51","108,952.55","95,015.35","0.00"
10-31-2008,"24,546.34","1,463.81","112,999.47","95,574.99","0.00"
10-30-2008,"24,319.06","1,346.75","113,103.24","98,639.71","0.00"
10-29-2008,"24,396.25","1,286.45","112,571.83","92,874.47","0.00"
10-28-2008,"24,031.75","1,216.10","115,952.12","88,752.64","0.00"
10-27-2008,"21,261.49","1,060.61","103,606.96","81,805.92","0.00"
10-24-2008,"20,995.61","1,120.32","106,688.53","85,616.84","0.00"
10-23-2008,"21,578.83","1,229.10","110,785.77","87,260.25","0.00"
10-22-2008,"21,437.31","1,223.78","111,839.16","86,052.31","0.00"
10-21-2008,"21,394.01","1,232.65","114,065.45","81,272.94","0.00"
10-20-2008,"22,561.04","1,407.06","119,275.82","87,205.60","0.00"
10-17-2008,"21,572.90","1,418.23","117,143.88","86,284.28","0.00"
10-16-2008,"21,419.57","1,427.36","111,005.88","90,261.86","0.00"
10-15-2008,"20,750.87","1,370.14","106,650.80","86,771.52","0.00"
10-14-2008,"23,791.95","1,463.27","114,052.87","92,201.92","0.00"
10-13-2008,"26,415.62","1,546.05","119,810.38","97,676.65","0.00"
10-10-2008,"23,958.06","1,478.49","104,396.22","85,752.75","0.00"
10-09-2008,"23,851.58","1,396.31","103,446.59","78,612.59","0.00"
10-08-2008,"25,989.70","1,384.14","106,317.49","79,542.76","0.00"
10-07-2008,"24,924.90","1,357.97","108,801.61","78,984.66","0.00"
10-06-2008,"27,782.83","1,612.40","116,725.66","86,939.84","0.00"
10-03-2008,"28,536.71","1,763.35","121,662.47","85,991.94","0.00"
10-02-2008,"28,690.04","1,783.43","122,788.19","88,676.16","0.00"
10-01-2008,"29,635.58","1,828.48","129,463.89","96,666.74","0.00"
09-30-2008,"30,990.01","1,879.61","125,942.09","100,688.62","0.00"
09-29-2008,"26,982.10","1,923.43","119,804.09","93,247.26","0.00"
09-26-2008,"30,112.61","2,000.73","135,538.99","113,604.70","0.00"
09-25-2008,"30,700.39","2,006.82","138,230.65","116,873.56","0.00"
09-24-2008,"29,797.43","1,933.78","136,818.79","114,021.04","0.00"
09-23-2008,"30,564.09","1,919.17","134,982.42","112,364.47","0.00"
09-22-2008,"31,914.26","1,930.13","135,255.99","116,094.01","0.00"
09-19-2008,"34,499.60","1,944.13","141,233.62","124,828.75","0.00"
09-18-2008,"32,582.96","1,889.34","138,067.14","118,787.06","0.00"
09-17-2008,"30,470.39","1,756.65","130,334.90","113,241.49","0.00"
09-16-2008,"33,532.76","1,732.31","139,277.76","123,916.29","0.00"
09-15-2008,"32,940.73","1,711.00","136,425.73","124,341.51","0.00"
09-12-2008,"33,349.61","1,792.56","137,620.63","131,942.31","0.00"
09-11-2008,"33,864.98","1,754.83","136,391.14","135,228.91","0.00"
09-10-2008,"32,685.18","1,749.96","130,231.14","134,307.59","0.00"
09-09-2008,"33,664.80","1,749.35","131,646.15","134,369.61","0.00"
09-08-2008,"34,567.75","1,835.17","132,051.78","139,897.49","0.00"
09-05-2008,"33,728.68","1,805.35","139,692.83","141,899.56","0.00"
09-04-2008,"33,234.62","1,818.13","141,582.65","142,820.88","0.00"
09-03-2008,"34,401.64","1,881.43","146,032.07","147,905.80","0.00"
09-02-2008,"34,674.23","1,877.17","146,296.21","147,223.68","0.00"
09-01-2008,"34,418.68","1,877.17","145,679.89","150,182.49","0.00"
08-29-2008,"34,418.68","1,877.17","145,679.89","150,182.49","0.00"
08-28-2008,"35,530.33","1,894.21","148,978.43","153,912.05","0.00"
08-27-2008,"34,810.52","1,865.00","147,343.31","154,735.90","0.00"
08-26-2008,"34,823.30","1,831.52","149,097.92","153,823.44","0.00"
08-25-2008,"35,287.55","1,822.39","151,880.77","152,857.85","0.00"
08-22-2008,"36,314.02","1,865.61","154,264.28","156,613.95","0.00"
08-21-2008,"35,462.18","1,826.04","152,987.63","154,399.26","0.00"
08-20-2008,"34,980.89","1,857.69","152,506.52","155,772.38","0.00"
08-19-2008,"34,623.12","1,832.74","154,235.98","153,726.01","0.00"
08-18-2008,"35,398.29","1,861.95","156,688.66","155,373.73","0.00"
08-15-2008,"36,799.57","1,902.74","160,414.85","155,683.78","0.00"
08-14-2008,"37,493.83","1,938.04","158,949.53","158,855.21","0.00"
08-13-2008,"36,923.09","1,896.65","157,232.65","158,837.50","0.00"
08-12-2008,"37,161.61","1,875.35","158,043.92","156,560.80","0.00"
08-11-2008,"37,519.38","1,959.95","157,487.35","153,752.58","0.00"
08-08-2008,"34,290.90","1,922.32","155,654.13","150,200.22","0.00"
08-07-2008,"32,774.62","1,885.80","150,657.58","144,902.67","0.00"
08-06-2008,"33,260.17","1,857.32","152,755.91","145,451.92","0.00"
08-05-2008,"33,694.61","1,850.51","150,717.45","142,307.05","0.00"
08-04-2008,"32,246.48","1,846.79","145,424.99","135,742.73","0.00"
08-01-2008,"32,263.52","1,809.03","146,951.48","138,781.29","0.00"
07-31-2008,"32,514.81","1,912.42","148,801.48","140,809.93","0.00"
07-30-2008,"33,311.28","1,890.13","151,612.62","141,633.81","0.00"
07-29-2008,"33,311.28","1,921.70","151,741.39","139,153.36","0.00"
07-28-2008,"32,361.48","1,772.50","149,859.98","136,779.19","0.00"
07-25-2008,"33,353.87","1,724.21","154,527.40","143,618.17","0.00"
07-24-2008,"33,567.47","1,648.92","149,388.84","140,880.79","0.00"
07-23-2008,"29,463.15","1,726.03","153,660.50","147,285.69","0.00"
07-22-2008,"28,389.71","1,679.15","149,856.84","143,508.66","0.00"
07-21-2008,"28,602.73","1,687.17","147,246.72","147,290.80","0.00"
07-18-2008,"28,870.04","1,671.75","151,179.17","145,599.99","0.00"
07-17-2008,"30,118.90","1,713.70","167,549.69","151,471.59","0.00"
07-16-2008,"30,006.13","1,734.05","168,228.13","152,353.21","0.00"
07-15-2008,"27,997.09","1,709.38","162,100.18","149,558.47","0.00"
07-14-2008,"27,683.83","1,715.55","163,837.11","153,296.56","0.00"
07-11-2008,"28,627.79","1,678.53","167,662.76","152,150.44","0.00"
07-10-2008,"29,500.74","1,718.01","169,789.17","155,721.01","0.00"
07-09-2008,"29,492.38","1,765.51","170,096.98","153,622.75","0.00"
07-08-2008,"31,342.71","1,752.56","174,173.90","158,295.36","0.00"
07-07-2008,"30,277.62","1,742.69","170,838.24","154,425.03","0.00"
07-04-2008,"30,072.96","1,682.85","168,667.86","149,981.65","0.00"
07-03-2008,"30,072.96","1,682.85","168,667.86","149,981.65","0.00"
07-02-2008,"29,839.06","1,681.00","165,539.49","148,271.30","0.00"
07-01-2008,"30,749.60","1,671.75","167,954.87","154,001.85","0.00"
06-30-2008,"30,628.47","1,608.21","165,344.75","147,618.91","0.00"
06-27-2008,"31,183.99","1,649.54","165,863.01","149,955.19","0.00"
06-26-2008,"31,868.98","1,775.38","166,098.58","148,341.82","0.00"
06-25-2008,"33,627.42","1,825.97","173,065.16","156,391.05","0.00"
06-24-2008,"33,264.04","1,788.96","170,332.55","152,741.14","0.00"
06-23-2008,"33,698.42","1,826.59","171,246.56","152,661.77","0.00"
06-20-2008,"33,873.85","1,937.01","171,629.75","154,521.99","0.00"
06-19-2008,"35,193.72","1,980.19","175,954.81","159,485.54","0.00"
06-18-2008,"34,466.95","1,861.75","176,639.53","157,590.05","0.00"
06-17-2008,"34,654.91","1,930.84","178,863.31","159,952.79","0.00"
06-16-2008,"34,124.46","1,969.09","179,915.52","155,906.16","0.00"
06-13-2008,"33,067.73","1,987.59","179,507.20","151,965.30","0.00"
06-12-2008,"31,806.33","1,912.95","173,677.64","152,749.95","0.00"
06-11-2008,"32,278.31","1,864.83","171,243.42","159,406.20","0.00"
06-10-2008,"33,255.68","1,889.51","174,060.83","163,664.44","0.00"
06-09-2008,"33,176.32","1,920.35","175,222.97","160,111.49","0.00"
06-06-2008,"33,677.54","1,962.92","178,090.64","163,664.44","0.00"
