" Date","AMZN Mkt Cap","NFLX Mkt Cap","GOOGL Mkt Cap","AAPL Mkt Cap","FB Mkt Cap"
04-15-2004,"19,025.22","1,908.24","0.00","10,924.66","0.00"
04-14-2004,"18,944.24","1,872.85","0.00","9,932.86","0.00"
04-13-2004,"18,859.22","1,877.47","0.00","9,956.82","0.00"
04-12-2004,"19,391.71","1,934.94","0.00","10,367.23","0.00"
04-09-2004,"19,448.32","1,931.86","0.00","10,178.67","0.00"
04-08-2004,"19,448.32","1,931.86","0.00","10,178.67","0.00"
04-07-2004,"18,538.58","1,828.21","0.00","10,097.32","0.00"
04-06-2004,"18,777.13","1,826.67","0.00","10,289.59","0.00"
04-05-2004,"18,987.38","1,831.80","0.00","10,470.75","0.00"
04-02-2004,"18,635.62","1,805.12","0.00","10,167.57","0.00"
04-01-2004,"18,089.77","1,814.36","0.00","10,023.38","0.00"
03-31-2004,"17,499.45","1,750.73","0.00","9,997.50","0.00"
03-30-2004,"17,709.70","1,763.56","0.00","10,322.86","0.00"
03-29-2004,"17,289.19","1,713.27","0.00","10,319.15","0.00"
03-26-2004,"16,860.60","1,486.48","0.00","9,997.50","0.00"
03-25-2004,"16,977.86","1,518.81","0.00","9,934.64","0.00"
03-24-2004,"16,023.64","1,453.64","0.00","9,428.12","0.00"
03-23-2004,"16,266.24","1,462.36","0.00","9,350.47","0.00"
03-22-2004,"16,516.92","1,500.85","0.00","9,561.21","0.00"
03-19-2004,"17,305.37","1,576.79","0.00","9,561.21","0.00"
03-18-2004,"17,390.28","1,585.51","0.00","9,490.96","0.00"
03-17-2004,"17,305.37","1,566.01","0.00","9,683.22","0.00"
03-16-2004,"17,034.47","1,490.58","0.00","9,546.43","0.00"
03-15-2004,"16,609.92","1,516.24","0.00","9,779.36","0.00"
03-12-2004,"17,159.81","1,578.84","0.00","10,189.75","0.00"
03-11-2004,"16,690.78","1,540.36","0.00","10,038.17","0.00"
03-10-2004,"16,799.95","1,570.63","0.00","10,234.12","0.00"
03-09-2004,"17,268.98","1,598.34","0.00","10,019.68","0.00"
03-08-2004,"17,588.40","1,640.93","0.00","9,612.97","0.00"
03-05-2004,"17,826.95","1,707.12","0.00","9,886.59","0.00"
03-04-2004,"17,948.25","1,676.84","0.00","9,302.40","0.00"
03-03-2004,"17,454.97","1,694.29","0.00","8,843.93","0.00"
03-02-2004,"16,985.95","1,768.18","0.00","8,803.26","0.00"
03-01-2004,"17,374.10","1,783.06","0.00","8,880.91","0.00"
02-27-2004,"17,390.28","1,765.10","0.00","8,843.93","0.00"
02-26-2004,"17,649.05","1,708.54","0.00","8,518.57","0.00"
02-25-2004,"17,361.97","1,581.92","0.00","8,433.54","0.00"
02-24-2004,"17,069.94","1,586.50","0.00","8,267.15","0.00"
02-23-2004,"17,735.07","1,780.74","0.00","8,204.31","0.00"
02-20-2004,"18,219.50","1,799.05","0.00","8,281.96","0.00"
02-19-2004,"18,009.76","1,736.51","0.00","8,307.84","0.00"
02-18-2004,"18,098.49","1,791.93","0.00","8,599.92","0.00"
02-17-2004,"18,364.71","1,793.97","0.00","8,562.94","0.00"
02-16-2004,"18,707.56","1,807.19","0.00","8,503.79","0.00"
02-13-2004,"18,707.56","1,807.19","0.00","8,503.79","0.00"
02-12-2004,"18,981.84","1,896.68","0.00","8,773.70","0.00"
02-11-2004,"19,014.11","1,829.56","0.00","8,799.58","0.00"
02-10-2004,"18,388.91","1,850.92","0.00","8,496.40","0.00"
02-09-2004,"18,497.81","1,946.51","0.00","8,358.69","0.00"
02-06-2004,"18,695.46","1,948.29","0.00","8,374.55","0.00"
02-05-2004,"18,570.42","1,860.07","0.00","8,267.62","0.00"
02-04-2004,"18,308.24","1,770.83","0.00","8,035.30","0.00"
02-03-2004,"18,126.73","1,828.03","0.00","8,208.62","0.00"
02-02-2004,"19,469.90","1,849.14","0.00","8,230.74","0.00"
01-30-2004,"20,329.04","1,866.43","0.00","8,319.24","0.00"
01-29-2004,"19,853.08","1,798.80","0.00","8,363.50","0.00"
01-28-2004,"20,958.27","1,828.03","0.00","8,304.48","0.00"
01-27-2004,"22,355.92","1,911.58","0.00","8,507.31","0.00"
01-26-2004,"22,873.31","1,938.89","0.00","8,485.17","0.00"
01-23-2004,"22,905.39","1,970.41","0.00","8,319.24","0.00"
01-22-2004,"22,933.47","1,974.48","0.00","8,179.11","0.00"
01-21-2004,"22,540.42","1,672.94","0.00","8,337.68","0.00"
01-20-2004,"22,704.86","1,677.99","0.00","8,381.92","0.00"
01-19-2004,"22,347.90","1,623.75","0.00","8,378.24","0.00"
01-16-2004,"22,347.90","1,623.75","0.00","8,378.24","0.00"
01-15-2004,"22,532.39","1,604.67","0.00","8,426.17","0.00"
01-14-2004,"22,379.99","1,612.35","0.00","8,924.00","0.00"
01-13-2004,"22,023.03","1,617.55","0.00","8,869.76","0.00"
01-12-2004,"21,236.92","1,586.35","0.00","8,726.35","0.00"
01-09-2004,"20,691.46","1,535.57","0.00","8,457.90","0.00"
01-08-2004,"20,150.01","1,537.06","0.00","8,590.27","0.00"
01-07-2004,"20,815.79","1,541.52","0.00","8,307.12","0.00"
01-06-2004,"21,269.01","1,476.38","0.00","8,123.26","0.00"
01-05-2004,"21,365.27","1,384.49","0.00","8,152.67","0.00"
01-02-2004,"20,815.79","1,357.99","0.00","7,825.40","0.00"
01-01-2004,"21,104.57","1,354.52","0.00","7,858.49","0.00"
12-31-2003,"21,104.57","1,354.52","0.00","7,858.49","0.00"
12-30-2003,"21,188.79","1,406.54","0.00","7,825.40","0.00"
12-29-2003,"21,445.48","1,444.18","0.00","7,777.58","0.00"
12-26-2003,"21,445.48","1,441.46","0.00","7,641.52","0.00"
12-25-2003,"21,385.32","1,411.24","0.00","7,505.46","0.00"
12-24-2003,"21,385.32","1,411.24","0.00","7,505.46","0.00"
12-23-2003,"21,048.42","1,358.98","0.00","7,284.83","0.00"
12-22-2003,"20,009.63","1,287.16","0.00","7,299.53","0.00"
12-19-2003,"19,748.93","1,264.87","0.00","7,244.36","0.00"
12-18-2003,"19,552.41","1,267.32","0.00","7,264.52","0.00"
12-17-2003,"19,083.15","1,250.50","0.00","7,206.52","0.00"
12-16-2003,"19,853.21","1,109.58","0.00","7,293.50","0.00"
12-15-2003,"20,218.19","1,122.45","0.00","7,311.63","0.00"
12-12-2003,"20,450.81","1,159.36","0.00","7,572.63","0.00"
12-11-2003,"20,374.61","1,174.96","0.00","7,688.64","0.00"
12-10-2003,"19,732.89","1,115.77","0.00","7,387.76","0.00"
12-09-2003,"19,789.04","1,125.43","0.00","7,413.13","0.00"
12-08-2003,"20,486.91","1,169.26","0.00","7,630.63","0.00"
12-05-2003,"20,679.43","1,175.70","0.00","7,558.14","0.00"
12-04-2003,"20,775.69","1,189.82","0.00","7,666.88","0.00"
12-03-2003,"20,659.37","1,232.67","0.00","7,623.38","0.00"
12-02-2003,"21,629.97","1,260.66","0.00","7,808.25","0.00"
12-01-2003,"21,918.75","1,255.70","0.00","7,869.88","0.00"
11-28-2003,"21,646.02","1,213.60","0.00","7,579.88","0.00"
11-27-2003,"21,240.93","1,196.51","0.00","7,511.02","0.00"
11-26-2003,"21,240.93","1,196.51","0.00","7,511.02","0.00"
11-25-2003,"21,044.41","1,189.08","0.00","7,496.50","0.00"
11-24-2003,"20,587.18","1,159.11","0.00","7,666.88","0.00"
11-21-2003,"19,484.22","1,130.63","0.00","7,351.50","0.00"
11-20-2003,"19,592.51","1,128.40","0.00","7,385.95","0.00"
11-19-2003,"19,865.24","1,150.19","0.00","7,402.23","0.00"
11-18-2003,"19,452.14","1,153.41","0.00","7,398.64","0.00"
11-17-2003,"20,198.14","1,106.11","0.00","7,659.64","0.00"
11-14-2003,"21,036.38","1,158.37","0.00","7,779.26","0.00"
11-13-2003,"21,978.91","1,201.21","0.00","8,127.27","0.00"
11-12-2003,"21,710.19","1,244.29","0.00","8,094.65","0.00"
11-11-2003,"20,948.15","1,164.81","0.00","7,808.25","0.00"
11-10-2003,"20,847.88","1,154.16","0.00","7,938.76","0.00"
11-07-2003,"21,782.38","1,161.09","0.00","8,156.26","0.00"
11-06-2003,"22,055.11","1,258.92","0.00","8,381.02","0.00"
11-05-2003,"22,757.00","1,454.34","0.00","8,348.40","0.00"
11-04-2003,"22,805.12","1,476.13","0.00","8,304.89","0.00"
11-03-2003,"22,757.00","1,447.65","0.00","8,391.88","0.00"
10-31-2003,"21,830.51","1,419.17","0.00","8,297.65","0.00"
10-30-2003,"22,392.02","1,399.69","0.00","8,370.14","0.00"
10-29-2003,"22,736.94","1,417.70","0.00","8,587.63","0.00"
10-28-2003,"22,752.98","1,355.77","0.00","8,598.51","0.00"
10-27-2003,"21,986.93","1,290.21","0.00","8,192.51","0.00"
10-24-2003,"21,862.20","1,247.99","0.00","8,192.51","0.00"
10-23-2003,"21,750.92","1,251.35","0.00","8,333.88","0.00"
10-22-2003,"21,634.80","1,259.03","0.00","8,250.51","0.00"
10-21-2003,"23,673.47","1,308.24","0.00","8,402.76","0.00"
10-20-2003,"23,769.20","1,314.02","0.00","8,417.25","0.00"
10-17-2003,"23,809.09","1,251.35","0.00","8,246.90","0.00"
10-16-2003,"23,896.84","1,244.63","0.00","8,428.13","0.00"
10-15-2003,"23,350.38","1,072.99","0.00","8,997.27","0.00"
10-14-2003,"23,896.84","1,133.49","0.00","8,899.38","0.00"
10-13-2003,"23,254.65","1,124.12","0.00","8,826.89","0.00"
10-10-2003,"23,158.91","1,071.79","0.00","8,584.02","0.00"
10-09-2003,"23,079.14","1,033.87","0.00","8,500.65","0.00"
10-08-2003,"22,217.56","1,032.19","0.00","8,359.26","0.00"
10-07-2003,"21,902.45","1,057.39","0.00","8,417.25","0.00"
10-06-2003,"21,599.30","992.82","0.00","8,080.13","0.00"
10-03-2003,"21,096.71","963.77","0.00","7,862.64","0.00"
10-02-2003,"19,979.85","983.46","0.00","7,456.64","0.00"
10-01-2003,"19,592.94","828.39","0.00","7,536.39","0.00"
09-30-2003,"19,317.71","805.59","0.00","7,511.02","0.00"
09-29-2003,"19,888.11","803.67","0.00","7,721.27","0.00"
09-26-2003,"19,369.56","803.91","0.00","7,500.14","0.00"
09-25-2003,"19,963.89","835.59","0.00","7,405.89","0.00"
09-24-2003,"19,788.39","912.17","0.00","7,728.51","0.00"
09-23-2003,"20,119.46","939.29","0.00","8,130.88","0.00"
09-22-2003,"18,933.99","931.13","0.00","8,004.01","0.00"
09-19-2003,"18,978.66","888.16","0.00","8,185.27","0.00"
09-18-2003,"19,102.32","877.12","0.00","8,294.01","0.00"
09-17-2003,"18,412.25","858.16","0.00","8,018.52","0.00"
09-16-2003,"18,444.16","861.76","0.00","8,105.51","0.00"
09-15-2003,"18,152.98","852.39","0.00","8,051.14","0.00"
09-12-2003,"18,220.79","829.83","0.00","8,373.77","0.00"
09-11-2003,"18,025.34","789.02","0.00","8,178.02","0.00"
09-10-2003,"18,436.19","813.99","0.00","8,040.26","0.00"
09-09-2003,"18,619.67","852.39","0.00","8,109.14","0.00"
09-08-2003,"18,859.00","833.43","0.00","8,243.26","0.00"
09-05-2003,"18,555.85","829.35","0.00","8,156.26","0.00"
09-04-2003,"18,862.99","803.91","0.00","8,275.88","0.00"
09-03-2003,"18,424.22","799.34","0.00","8,319.39","0.00"
09-02-2003,"18,878.94","807.75","0.00","8,283.13","0.00"
09-01-2003,"18,476.08","800.06","0.00","8,196.15","0.00"
08-29-2003,"18,476.08","800.06","0.00","8,196.15","0.00"
08-28-2003,"18,324.50","759.50","0.00","8,043.90","0.00"
08-27-2003,"18,300.57","777.02","0.00","7,786.51","0.00"
08-26-2003,"18,320.51","715.09","0.00","7,630.63","0.00"
08-25-2003,"18,288.60","673.80","0.00","7,561.77","0.00"
08-22-2003,"18,037.31","691.33","0.00","7,569.02","0.00"
08-21-2003,"18,228.77","692.05","0.00","7,859.00","0.00"
08-20-2003,"17,454.95","665.40","0.00","7,616.13","0.00"
08-19-2003,"17,379.16","620.27","0.00","7,366.02","0.00"
08-18-2003,"17,159.77","596.51","0.00","7,373.26","0.00"
08-15-2003,"15,995.05","599.87","0.00","7,144.89","0.00"
08-14-2003,"16,074.82","598.67","0.00","7,239.14","0.00"
08-13-2003,"16,038.92","581.39","0.00","7,315.27","0.00"
08-12-2003,"15,895.33","596.99","0.00","7,141.25","0.00"
08-11-2003,"15,528.36","595.79","0.00","7,187.91","0.00"
08-08-2003,"15,542.08","563.86","0.00","7,180.60","0.00"
08-07-2003,"15,486.50","554.26","0.00","7,286.62","0.00"
08-06-2003,"15,458.71","560.74","0.00","7,176.94","0.00"
08-05-2003,"15,351.53","583.55","0.00","7,451.15","0.00"
08-04-2003,"15,740.57","598.91","0.00","7,754.62","0.00"
08-01-2003,"15,891.43","598.91","0.00","7,579.11","0.00"
07-31-2003,"16,530.58","628.91","0.00","7,707.08","0.00"
07-30-2003,"16,141.53","615.91","0.00","7,414.58","0.00"
07-29-2003,"16,431.33","633.35","0.00","7,575.47","0.00"
07-28-2003,"16,705.26","631.69","0.00","7,674.17","0.00"
07-25-2003,"16,514.70","641.18","0.00","7,875.25","0.00"
07-24-2003,"16,388.92","626.47","0.00","7,498.69","0.00"
07-23-2003,"15,912.84","632.87","0.00","7,601.06","0.00"
07-22-2003,"13,659.24","586.13","0.00","7,604.71","0.00"
07-21-2003,"13,839.43","558.36","0.00","7,535.24","0.00"
07-18-2003,"13,702.25","573.08","0.00","7,626.29","0.00"
07-17-2003,"14,227.23","599.89","0.00","7,641.27","0.00"
07-16-2003,"14,759.97","604.64","0.00","7,264.69","0.00"
07-15-2003,"15,053.76","625.99","0.00","7,169.63","0.00"
07-14-2003,"15,382.81","667.76","0.00","7,275.66","0.00"
07-11-2003,"14,748.22","628.60","0.00","7,257.38","0.00"
07-10-2003,"14,983.25","638.57","0.00","7,158.65","0.00"
07-09-2003,"15,864.62","653.99","0.00","7,272.00","0.00"
07-08-2003,"15,868.54","650.91","0.00","7,458.46","0.00"
07-07-2003,"15,296.63","635.96","0.00","7,264.69","0.00"
07-04-2003,"14,759.97","658.50","0.00","6,994.14","0.00"
07-03-2003,"14,759.97","658.50","0.00","6,994.14","0.00"
07-02-2003,"14,826.56","644.50","0.00","7,045.33","0.00"
07-01-2003,"14,591.53","587.31","0.00","6,979.50","0.00"
06-30-2003,"14,227.23","606.30","0.00","6,968.55","0.00"
06-27-2003,"14,219.40","590.87","0.00","6,847.90","0.00"
06-26-2003,"14,383.92","590.40","0.00","7,052.64","0.00"
06-25-2003,"13,862.94","548.63","0.00","6,979.50","0.00"
06-24-2003,"13,866.85","542.23","0.00","6,866.18","0.00"
06-23-2003,"13,937.36","510.19","0.00","6,968.55","0.00"
06-20-2003,"13,725.83","514.94","0.00","7,019.74","0.00"
06-19-2003,"13,906.02","521.34","0.00","6,997.79","0.00"
06-18-2003,"14,043.13","509.24","0.00","6,990.48","0.00"
06-17-2003,"14,039.21","503.31","0.00","6,650.46","0.00"
06-16-2003,"14,039.21","516.12","0.00","6,679.72","0.00"
06-13-2003,"13,369.37","455.61","0.00","6,368.94","0.00"
06-12-2003,"13,788.90","520.16","0.00","6,496.91","0.00"
06-11-2003,"13,573.06","532.73","0.00","6,379.92","0.00"
06-10-2003,"13,345.87","538.67","0.00","6,281.19","0.00"
06-09-2003,"13,193.10","545.81","0.00","6,138.61","0.00"
06-06-2003,"13,063.83","560.26","0.00","6,270.24","0.00"
06-05-2003,"13,913.86","602.98","0.00","6,449.39","0.00"
06-04-2003,"13,862.94","579.01","0.00","6,434.75","0.00"
06-03-2003,"13,800.26","566.22","0.00","6,328.73","0.00"
06-02-2003,"13,866.85","552.91","0.00","6,379.92","0.00"
05-30-2003,"14,058.79","532.73","0.00","6,562.71","0.00"
05-29-2003,"13,925.61","541.04","0.00","6,617.56","0.00"
05-28-2003,"13,655.32","536.29","0.00","6,683.36","0.00"
05-27-2003,"13,651.41","538.43","0.00","6,902.73","0.00"
05-26-2003,"12,817.05","524.90","0.00","6,697.98","0.00"
05-23-2003,"12,817.05","524.90","0.00","6,697.98","0.00"
05-22-2003,"12,926.73","536.06","0.00","6,668.75","0.00"
05-21-2003,"12,437.08","502.84","0.00","6,526.16","0.00"
05-20-2003,"12,331.31","516.12","0.00","6,504.22","0.00"
05-19-2003,"12,362.65","493.34","0.00","6,617.56","0.00"
05-16-2003,"12,946.31","564.53","0.00","6,873.49","0.00"
05-15-2003,"12,781.79","580.43","0.00","6,847.90","0.00"
05-14-2003,"12,770.04","580.91","0.00","6,782.09","0.00"
05-13-2003,"12,907.14","575.70","0.00","6,825.95","0.00"
05-12-2003,"12,417.49","538.61","0.00","6,690.47","0.00"
05-09-2003,"12,129.58","517.78","0.00","6,596.74","0.00"
05-08-2003,"11,927.84","523.73","0.00","6,488.60","0.00"
05-07-2003,"12,025.77","541.02","0.00","6,362.44","0.00"
05-06-2003,"12,096.28","531.52","0.00","6,308.38","0.00"
05-05-2003,"11,735.90","534.95","0.00","5,800.09","0.00"
05-02-2003,"11,528.29","518.03","0.00","5,208.90","0.00"
05-01-2003,"11,226.67","515.04","0.00","5,176.46","0.00"
04-30-2003,"11,238.42","521.90","0.00","5,125.99","0.00"
04-29-2003,"11,316.76","521.90","0.00","5,068.32","0.00"
04-28-2003,"11,402.94","507.25","0.00","4,996.23","0.00"
04-25-2003,"11,344.91","484.13","0.00","4,812.37","0.00"
04-24-2003,"9,837.22","504.05","0.00","4,844.83","0.00"
04-23-2003,"9,958.62","474.29","0.00","4,895.30","0.00"
04-22-2003,"10,017.36","525.79","0.00","4,870.07","0.00"
04-21-2003,"9,888.13","563.79","0.00","4,736.67","0.00"
04-18-2003,"9,786.31","502.68","0.00","4,729.46","0.00"
04-17-2003,"9,786.31","502.68","0.00","4,729.46","0.00"
04-16-2003,"9,547.43","470.88","0.00","4,772.72","0.00"
04-15-2003,"9,841.13","461.24","0.00","4,826.81","0.00"
04-14-2003,"9,809.81","462.39","0.00","4,895.30","0.00"
04-11-2003,"9,997.26","475.44","0.00","4,758.31","0.00"
04-10-2003,"9,966.20","481.16","0.00","5,180.07","0.00"
04-09-2003,"9,729.37","466.97","0.00","5,115.17","0.00"
04-08-2003,"10,296.20","461.93","0.00","5,208.90","0.00"
04-07-2003,"10,412.68","456.67","0.00","5,223.33","0.00"
04-04-2003,"10,179.73","447.51","0.00","5,194.49","0.00"
04-03-2003,"10,346.68","457.81","0.00","5,212.51","0.00"
04-02-2003,"10,241.85","454.15","0.00","5,262.98","0.00"
04-01-2003,"9,915.73","434.00","0.00","5,104.37","0.00"
03-31-2003,"10,105.97","465.82","0.00","5,097.17","0.00"
03-28-2003,"10,552.44","472.71","0.00","5,252.16","0.00"
03-27-2003,"10,781.51","487.75","0.00","5,223.33","0.00"
03-26-2003,"10,777.63","462.38","0.00","5,194.49","0.00"
03-25-2003,"10,443.74","432.08","0.00","5,244.95","0.00"
03-24-2003,"10,183.61","404.02","0.00","5,180.07","0.00"
03-21-2003,"10,843.63","416.37","0.00","5,407.18","0.00"
03-20-2003,"10,657.27","422.65","0.00","5,374.74","0.00"
03-19-2003,"10,303.97","431.86","0.00","5,389.15","0.00"
03-18-2003,"10,397.15","420.86","0.00","5,407.18","0.00"
03-17-2003,"10,307.85","404.02","0.00","5,410.77","0.00"
03-14-2003,"9,593.48","371.48","0.00","5,327.86","0.00"
03-13-2003,"9,480.89","364.74","0.00","5,306.24","0.00"
03-12-2003,"9,069.36","338.03","0.00","5,125.99","0.00"
03-11-2003,"8,844.18","347.91","0.00","5,129.61","0.00"
03-10-2003,"8,883.00","353.07","0.00","5,180.07","0.00"
03-07-2003,"8,917.94","361.15","0.00","5,237.75","0.00"
03-06-2003,"8,809.23","365.87","0.00","5,248.57","0.00"
03-05-2003,"8,704.41","362.50","0.00","5,270.19","0.00"
03-04-2003,"8,646.17","366.99","0.00","5,248.57","0.00"
03-03-2003,"8,467.58","358.23","0.00","5,281.01","0.00"
02-28-2003,"8,545.23","384.05","0.00","5,410.77","0.00"
02-27-2003,"8,393.81","370.36","0.00","5,356.71","0.00"
02-26-2003,"8,401.58","326.59","0.00","5,226.93","0.00"
02-25-2003,"8,494.76","328.83","0.00","5,414.38","0.00"
02-24-2003,"8,455.93","315.14","0.00","5,313.45","0.00"
02-21-2003,"8,455.93","334.44","0.00","5,407.18","0.00"
02-20-2003,"8,148.09","345.22","0.00","5,324.27","0.00"
02-19-2003,"8,083.24","339.85","0.00","5,353.10","0.00"
02-18-2003,"8,159.54","329.08","0.00","5,504.50","0.00"
02-17-2003,"7,652.19","319.63","0.00","5,288.21","0.00"
02-14-2003,"7,652.19","319.63","0.00","5,288.21","0.00"
02-13-2003,"7,652.19","296.73","0.00","5,241.34","0.00"
02-12-2003,"8,060.36","298.08","0.00","5,187.28","0.00"
02-11-2003,"7,926.84","291.35","0.00","5,172.87","0.00"
02-10-2003,"8,163.35","279.90","0.00","5,172.87","0.00"
02-07-2003,"8,178.61","273.39","0.00","5,097.63","0.00"
02-06-2003,"8,426.56","261.49","0.00","5,198.50","0.00"
02-05-2003,"8,457.08","268.00","0.00","5,205.70","0.00"
02-04-2003,"8,411.30","276.08","0.00","5,259.75","0.00"
02-03-2003,"8,453.26","287.31","0.00","5,281.36","0.00"
01-31-2003,"8,335.01","296.28","0.00","5,173.28","0.00"
01-30-2003,"8,323.57","283.49","0.00","5,158.88","0.00"
01-29-2003,"8,422.75","277.16","0.00","5,378.64","0.00"
01-28-2003,"8,247.27","281.69","0.00","5,252.55","0.00"
01-27-2003,"8,308.31","275.63","0.00","5,090.43","0.00"
01-24-2003,"8,434.19","276.76","0.00","4,971.54","0.00"
01-23-2003,"8,312.12","273.59","0.00","5,104.83","0.00"
01-22-2003,"8,075.61","260.37","0.00","5,000.37","0.00"
01-21-2003,"8,041.28","255.88","0.00","5,050.80","0.00"
01-20-2003,"8,163.35","256.78","0.00","5,079.61","0.00"
01-17-2003,"8,163.35","256.78","0.00","5,079.61","0.00"
01-16-2003,"8,315.94","269.35","0.00","5,266.95","0.00"
01-15-2003,"8,495.23","273.84","0.00","5,198.50","0.00"
01-14-2003,"8,674.51","266.41","0.00","5,246.95","0.00"
01-13-2003,"8,407.49","268.62","0.00","5,254.15","0.00"
01-10-2003,"8,132.83","274.71","0.00","5,286.47","0.00"
01-09-2003,"8,182.42","259.77","0.00","5,272.09","0.00"
01-08-2003,"8,018.39","252.47","0.00","5,225.41","0.00"
01-07-2003,"8,220.57","242.73","0.00","5,333.15","0.00"
01-06-2003,"7,896.33","245.61","0.00","5,351.11","0.00"
01-03-2003,"7,827.66","239.42","0.00","5,351.11","0.00"
01-02-2003,"7,465.27","253.36","0.00","5,315.19","0.00"
01-01-2003,"7,205.87","243.62","0.00","5,146.40","0.00"
12-31-2002,"7,205.87","243.62","0.00","5,146.40","0.00"
12-30-2002,"7,343.20","221.05","0.00","5,053.04","0.00"
12-27-2002,"7,194.43","213.97","0.00","5,049.44","0.00"
12-26-2002,"7,743.74","215.74","0.00","5,171.54","0.00"
12-25-2002,"8,346.45","219.06","0.00","5,157.18","0.00"
12-24-2002,"8,346.45","219.06","0.00","5,157.18","0.00"
12-23-2002,"8,483.78","226.80","0.00","5,203.87","0.00"
12-20-2002,"8,365.53","236.76","0.00","5,078.18","0.00"
12-19-2002,"8,273.98","238.97","0.00","5,099.72","0.00"
12-18-2002,"8,430.38","243.38","0.00","5,230.02","0.00"
12-17-2002,"8,567.70","280.79","0.00","5,413.09","0.00"
12-16-2002,"8,586.78","283.01","0.00","5,330.53","0.00"
12-13-2002,"8,460.89","276.59","0.00","5,309.00","0.00"
12-12-2002,"8,506.67","279.02","0.00","5,452.59","0.00"
12-11-2002,"8,441.82","277.92","0.00","5,560.27","0.00"
12-10-2002,"8,338.82","269.95","0.00","5,484.89","0.00"
12-09-2002,"8,270.16","247.60","0.00","5,294.63","0.00"
12-06-2002,"8,624.92","242.31","0.00","5,366.43","0.00"
12-05-2002,"8,613.48","243.40","0.00","5,251.57","0.00"
12-04-2002,"8,922.47","220.14","0.00","5,373.61","0.00"
12-03-2002,"9,055.98","238.75","0.00","5,441.81","0.00"
12-02-2002,"9,197.12","235.88","0.00","5,448.99","0.00"
11-29-2002,"8,907.21","240.08","0.00","5,563.85","0.00"
11-28-2002,"9,185.68","232.80","0.00","5,642.83","0.00"
11-27-2002,"9,185.68","232.80","0.00","5,642.83","0.00"
11-26-2002,"8,926.28","232.11","0.00","5,531.55","0.00"
11-25-2002,"9,250.53","245.61","0.00","5,732.56","0.00"
11-22-2002,"9,151.35","243.62","0.00","5,746.92","0.00"
11-21-2002,"8,926.28","243.40","0.00","5,868.97","0.00"
11-20-2002,"8,735.55","222.16","0.00","5,574.62","0.00"
11-19-2002,"8,121.39","205.78","0.00","5,481.29","0.00"
11-18-2002,"8,552.45","241.19","0.00","5,617.70","0.00"
11-15-2002,"8,472.34","201.36","0.00","5,725.39","0.00"
11-14-2002,"8,090.87","191.62","0.00","5,851.02","0.00"
11-13-2002,"7,785.70","198.18","0.00","5,596.15","0.00"
11-12-2002,"7,560.64","178.54","0.00","5,614.10","0.00"
11-11-2002,"7,247.84","185.60","0.00","5,441.81","0.00"
11-08-2002,"7,442.38","188.69","0.00","5,685.91","0.00"
11-07-2002,"7,293.61","183.17","0.00","5,743.34","0.00"
11-06-2002,"7,377.53","194.43","0.00","6,181.27","0.00"
11-05-2002,"7,141.02","201.27","0.00","6,066.39","0.00"
11-04-2002,"7,163.91","207.45","0.00","6,062.81","0.00"
11-01-2002,"7,553.01","197.30","0.00","5,872.55","0.00"
10-31-2002,"7,385.16","197.98","0.00","5,768.47","0.00"
10-30-2002,"7,278.35","198.18","0.00","5,736.16","0.00"
10-29-2002,"7,083.81","203.04","0.00","5,542.32","0.00"
10-28-2002,"7,091.43","211.86","0.00","5,603.35","0.00"
10-25-2002,"7,343.05","198.62","0.00","5,535.14","0.00"
10-24-2002,"7,556.11","178.98","0.00","5,273.10","0.00"
10-23-2002,"7,514.26","182.07","0.00","5,341.30","0.00"
10-22-2002,"7,373.49","193.30","0.00","5,276.70","0.00"
10-21-2002,"7,327.83","196.64","0.00","5,226.44","0.00"
10-18-2002,"7,244.13","210.98","0.00","5,147.46","0.00"
10-17-2002,"7,129.99","169.93","0.00","5,064.91","0.00"
10-16-2002,"7,415.34","141.73","0.00","5,226.44","0.00"
10-15-2002,"7,206.08","169.72","0.00","5,440.70","0.00"
10-14-2002,"7,305.00","164.87","0.00","5,300.74","0.00"
10-11-2002,"7,023.46","145.25","0.00","5,207.43","0.00"
10-10-2002,"6,833.22","156.27","0.00","5,067.11","0.00"
10-09-2002,"6,414.71","115.06","0.00","4,880.48","0.00"
10-08-2002,"6,445.14","124.97","0.00","4,912.42","0.00"
10-07-2002,"6,331.00","127.18","0.00","4,941.84","0.00"
10-04-2002,"6,296.76","144.66","0.00","5,035.15","0.00"
10-03-2002,"6,372.86","159.82","0.00","5,132.07","0.00"
10-02-2002,"6,471.78","178.53","0.00","5,085.40","0.00"
10-01-2002,"6,448.95","209.39","0.00","5,207.43","0.00"
09-30-2002,"6,060.87","213.80","0.00","5,203.83","0.00"
09-27-2002,"6,471.78","222.18","0.00","5,282.80","0.00"
09-26-2002,"6,525.04","241.75","0.00","5,275.62","0.00"
09-25-2002,"5,984.78","225.92","0.00","5,358.16","0.00"
09-24-2002,"6,060.87","221.51","0.00","5,254.08","0.00"
09-23-2002,"6,106.53","219.55","0.00","5,329.44","0.00"
09-20-2002,"6,034.24","218.63","0.00","5,336.62","0.00"
09-19-2002,"6,547.87","223.50","0.00","5,232.55","0.00"
09-18-2002,"6,745.72","243.11","0.00","5,390.46","0.00"
09-17-2002,"6,601.14","256.12","0.00","5,311.50","0.00"
