" Date","AMZN Mkt Cap","AAPL Mkt Cap","GOOGL Mkt Cap","NFLX Mkt Cap"
12-31-2009,"58,244.87","190,785.89","196,701.27","2,947.06"
12-30-2009,"59,097.85","191,607.96","197,573.77","2,976.05"
12-29-2009,"60,362.16","189,308.38","196,517.26","3,048.16"
12-28-2009,"60,318.86","191,580.81","197,618.19","3,067.42"
12-25-2009,"59,955.16","189,254.05","196,225.37","3,043.35"
12-24-2009,"59,955.16","189,254.05","196,225.37","3,043.35"
12-23-2009,"60,158.66","182,970.94","194,067.93","3,041.21"
12-22-2009,"57,911.48","180,459.93","190,717.56","2,867.88"
12-21-2009,"57,495.81","178,541.47","189,943.42","2,886.61"
12-18-2009,"55,629.66","176,019.57","189,226.39","2,849.70"
12-17-2009,"54,949.87","172,804.15","188,439.55","2,874.30"
12-16-2009,"55,577.70","175,659.32","189,651.53","2,946.52"
12-15-2009,"56,387.38","174,884.72","188,185.74","3,044.95"
12-14-2009,"56,885.31","177,415.65","189,007.47","3,017.67"
12-11-2009,"58,084.67","175,335.08","187,351.32","2,979.69"
12-10-2009,"58,617.24","176,920.27","187,665.41","3,035.32"
12-09-2009,"56,855.00","178,154.18","186,878.58","2,993.60"
12-08-2009,"58,067.35","171,011.81","186,253.56","2,991.46"
12-07-2009,"58,110.65","170,183.19","185,999.75","2,990.92"
12-04-2009,"59,569.80","174,119.14","185,606.33","3,008.04"
12-03-2009,"61,124.21","176,965.28","185,837.94","3,102.19"
12-02-2009,"61,591.83","176,740.13","186,399.51","3,156.22"
12-01-2009,"59,968.15","177,406.62","187,148.26","3,115.03"
11-30-2009,"58,846.72","180,054.61","184,968.62","3,136.43"
11-27-2009,"57,041.18","180,667.08","183,940.66","3,094.70"
11-26-2009,"58,032.71","183,909.54","185,837.94","3,167.99"
11-25-2009,"58,032.71","183,909.54","185,837.94","3,167.99"
11-24-2009,"57,560.76","184,134.69","184,997.17","3,192.06"
11-23-2009,"57,586.74","185,431.68","184,762.39","3,230.05"
11-20-2009,"56,140.58","180,063.64","180,832.68","3,208.11"
11-19-2009,"55,850.48","180,595.03","181,792.74","3,223.63"
11-18-2009,"56,846.34","185,503.73","182,953.95","3,270.17"
11-17-2009,"56,829.02","186,440.44","183,220.46","3,249.84"
11-16-2009,"56,976.23","186,107.17","182,836.56","3,180.83"
11-13-2009,"57,573.75","184,143.70","181,494.51","3,173.88"
11-12-2009,"56,517.27","181,928.03","180,161.97","3,112.89"
11-11-2009,"56,248.82","183,062.89","181,021.77","3,179.76"
11-10-2009,"56,352.74","182,819.70","179,816.15","3,124.13"
11-09-2009,"54,845.96","181,450.69","178,467.75","3,059.93"
11-06-2009,"54,642.45","175,037.85","174,847.69","2,988.25"
11-05-2009,"52,222.08","174,758.72","174,070.38","3,016.60"
11-04-2009,"50,702.31","171,858.44","171,430.69","2,897.31"
11-03-2009,"51,252.20","170,003.05","170,090.59","2,875.37"
11-02-2009,"51,455.70","170,507.43","169,045.91","2,878.05"
10-30-2009,"51,442.71","169,777.87","169,720.21","2,859.32"
10-29-2009,"53,073.76","176,848.22","174,446.62","2,959.36"
10-28-2009,"52,668.05","173,290.52","171,043.47","2,864.14"
10-27-2009,"52,854.23","177,766.90","173,572.88","2,901.59"
10-26-2009,"53,966.96","182,192.60","175,446.98","2,951.34"
10-23-2009,"51,304.16","183,506.32","175,282.36","2,999.34"
10-22-2009,"40,352.36","184,640.08","175,408.99","2,711.92"
10-21-2009,"40,339.41","184,388.13","174,462.44","2,747.34"
10-20-2009,"41,013.03","178,845.33","174,658.72","2,811.07"
10-19-2009,"40,883.49","170,837.07","174,775.85","2,859.30"
10-16-2009,"41,159.84","168,458.33","174,066.73","2,812.80"
10-15-2009,"41,457.79","170,706.83","167,754.30","2,890.88"
10-14-2009,"42,083.91","171,360.77","169,466.95","2,759.97"
10-13-2009,"40,948.26","170,223.09","166,551.33","2,669.26"
10-12-2009,"40,417.14","170,930.77","165,896.02","2,644.57"
10-09-2009,"41,328.25","170,626.22","163,429.93","2,693.37"
10-08-2009,"41,116.66","169,551.22","162,774.63","2,643.42"
10-07-2009,"40,576.90","170,429.12","163,838.31","2,655.48"
10-06-2009,"39,255.57","170,214.13","157,886.77","2,650.88"
10-05-2009,"38,288.33","166,643.41","154,651.41","2,607.82"
10-02-2009,"38,797.86","165,636.51","153,404.12","2,567.63"
10-01-2009,"39,311.71","162,017.33","154,233.54","2,561.89"
09-30-2009,"40,313.50","166,039.61","156,971.88","2,650.88"
09-29-2009,"39,605.34","166,066.50","157,820.29","2,656.05"
09-28-2009,"39,816.92","166,757.99","157,820.29","2,639.40"
09-25-2009,"39,087.17","163,370.09","155,905.03","2,656.05"
09-24-2009,"39,773.74","164,669.04","157,263.13","2,676.72"
09-23-2009,"39,890.33","166,174.01","157,798.13","2,689.93"
09-22-2009,"40,481.91","165,260.26","157,988.07","2,740.45"
09-21-2009,"39,104.44","164,848.18","157,335.94","2,727.25"
09-18-2009,"38,983.54","165,744.01","155,582.13","2,721.51"
09-17-2009,"39,052.63","165,322.97","155,664.44","2,666.39"
09-16-2009,"39,164.89","162,922.19","154,578.60","2,687.06"
09-15-2009,"36,077.47","156,911.26","151,175.46","2,581.98"
09-14-2009,"36,211.34","155,621.27","150,409.36","2,484.95"
09-11-2009,"36,504.96","154,223.80","149,465.97","2,449.35"
09-10-2009,"36,207.02","154,582.14","149,086.09","2,497.58"
09-09-2009,"35,511.81","153,310.06","146,879.59","2,482.08"
09-08-2009,"34,933.19","154,913.58","145,185.93","2,381.60"
09-07-2009,"34,056.62","152,566.55","146,034.34","2,351.17"
09-04-2009,"34,056.62","152,566.55","146,034.34","2,351.17"
09-03-2009,"33,879.58","149,198.27","144,837.70","2,313.28"
09-02-2009,"33,741.40","147,970.99","143,409.97","2,398.83"
09-01-2009,"34,181.84","148,076.72","144,280.85","2,420.07"
08-31-2009,"35,058.41","150,685.34","146,151.47","2,505.05"
08-28-2009,"35,736.35","152,333.63","147,126.51","2,538.92"
08-27-2009,"36,405.65","151,796.13","147,541.22","2,511.94"
08-26-2009,"36,271.79","149,968.67","148,155.37","2,524.57"
08-25-2009,"36,353.83","151,751.36","149,222.21","2,552.70"
08-24-2009,"36,487.69","151,446.78","148,386.47","2,544.66"
08-21-2009,"36,703.60","151,590.10","147,281.63","2,589.45"
08-20-2009,"36,310.65","149,001.20","145,752.59","2,582.56"
08-19-2009,"35,839.98","147,451.43","140,548.16","2,576.24"
08-18-2009,"35,459.99","146,913.93","140,962.87","2,500.45"
08-17-2009,"35,002.28","142,963.37","140,839.41","2,475.19"
08-14-2009,"36,090.43","149,404.30","145,622.80","2,554.43"
08-13-2009,"36,530.87","150,873.46","146,344.58","2,657.20"
08-12-2009,"37,118.13","148,087.45","145,173.27","2,657.20"
08-11-2009,"36,081.79","145,865.84","143,703.11","2,646.29"
08-10-2009,"36,461.78","147,558.93","144,549.62","2,629.64"
08-07-2009,"36,841.77","148,266.62","144,704.74","2,583.71"
08-06-2009,"36,474.74","146,833.31","142,571.05","2,497.58"
08-05-2009,"36,397.01","147,908.29","142,817.98","2,544.09"
08-04-2009,"37,049.04","148,302.46","143,639.16","2,536.63"
08-03-2009,"37,757.20","149,090.77","142,870.89","2,581.98"
07-31-2009,"37,031.77","146,367.50","139,976.89","2,522.85"
07-30-2009,"37,174.26","145,830.00","140,795.17","2,503.90"
07-29-2009,"36,418.60","143,357.55","137,825.34","2,451.65"
07-28-2009,"36,694.96","143,330.66","138,965.88","2,430.98"
07-27-2009,"36,375.42","143,420.26","140,529.78","2,394.24"
07-24-2009,"37,346.99","143,318.12","141,136.39","2,422.94"
07-23-2009,"40,331.06","141,377.79","138,173.51","2,667.53"
07-22-2009,"38,148.45","140,410.32","135,124.06","2,612.56"
07-21-2009,"38,242.97","135,712.83","135,190.41","2,583.71"
07-20-2009,"37,907.84","136,411.60","135,907.59","2,586.02"
07-17-2009,"36,885.28","135,377.65","135,932.87","2,546.78"
07-16-2009,"36,996.99","131,604.03","139,834.72","2,546.21"
07-15-2009,"36,326.74","131,033.09","138,435.11","2,562.36"
07-14-2009,"35,209.65","126,920.46","134,176.24","2,498.32"
07-13-2009,"35,003.42","126,982.90","134,053.03","2,434.27"
07-10-2009,"33,353.57","123,575.03","130,925.23","2,311.95"
07-09-2009,"33,555.51","121,648.10","129,658.31","2,305.03"
07-08-2009,"33,237.57","122,415.30","127,162.39","2,232.91"
07-07-2009,"32,494.28","120,791.66","125,310.99","2,238.68"
07-06-2009,"33,555.51","123,655.34","129,411.88","2,295.22"
07-03-2009,"34,079.68","124,913.21","129,058.03","2,303.30"
07-02-2009,"34,079.68","124,913.21","129,058.03","2,303.30"
07-01-2009,"35,059.28","127,420.04","132,375.39","2,343.69"
06-30-2009,"35,944.35","127,063.19","133,196.83","2,385.23"
06-29-2009,"35,673.67","126,652.83","134,002.48","2,377.15"
06-26-2009,"36,038.87","127,072.10","134,375.29","2,329.26"
06-25-2009,"35,317.07","124,770.48","131,358.07","2,371.96"
06-24-2009,"34,058.20","121,523.20","129,310.78","2,284.26"
06-23-2009,"33,375.06","119,551.63","128,170.24","2,283.10"
06-22-2009,"34,006.64","122,549.12","128,697.86","2,339.65"
06-19-2009,"35,643.60","124,431.47","132,722.92","2,399.65"
06-18-2009,"35,057.13","121,219.88","130,817.81","2,383.50"
06-17-2009,"35,510.41","120,952.23","131,165.34","2,330.99"
06-16-2009,"35,295.58","121,639.15","131,430.73","2,182.71"
06-15-2009,"35,738.12","121,407.22","131,674.00","2,201.75"
06-12-2009,"36,124.80","122,192.27","134,223.63","2,183.29"
06-11-2009,"36,816.54","124,850.76","135,537.94","2,177.52"
06-10-2009,"37,203.22","125,118.39","136,675.32","2,184.44"
06-09-2009,"37,413.75","127,321.89","137,629.46","2,250.79"
06-08-2009,"37,104.40","128,330.00","138,624.67","2,239.25"
06-05-2009,"37,619.98","129,061.51","140,378.13","2,261.18"
06-04-2009,"36,743.50","128,231.86","139,101.74","2,348.88"
06-03-2009,"36,812.24","125,742.87","136,375.18","2,336.76"
06-02-2009,"36,490.00","124,440.38","135,348.38","2,375.42"
06-01-2009,"35,682.27","124,315.49","134,767.05","2,362.15"
05-29-2009,"33,508.25","121,157.43","131,819.34","2,274.45"
05-28-2009,"33,362.17","120,497.26","129,661.47","2,223.67"
05-27-2009,"33,125.86","118,695.20","128,132.33","2,246.18"
05-26-2009,"33,680.11","116,670.12","127,753.20","2,313.11"
05-25-2009,"32,498.57","109,283.45","124,322.10","2,238.68"
05-22-2009,"32,498.57","109,283.45","124,322.10","2,238.68"
05-21-2009,"32,636.06","110,782.20","125,269.92","2,256.56"
05-20-2009,"33,499.65","112,289.86","125,484.75","2,322.34"
05-19-2009,"33,456.69","113,699.38","126,021.85","2,286.57"
05-18-2009,"32,631.77","112,985.70","125,377.34","2,236.95"
05-15-2009,"31,622.09","109,212.06","123,216.31","2,221.37"
05-14-2009,"32,270.86","109,684.89","122,426.46","2,139.44"
05-13-2009,"31,875.59","106,598.20","123,070.98","2,172.32"
05-12-2009,"33,482.47","110,996.29","126,062.92","2,326.95"
05-11-2009,"33,774.63","115,590.67","128,896.90","2,284.83"
05-08-2009,"33,491.06","115,251.66","128,691.54","2,320.61"
05-07-2009,"34,062.49","115,135.68","125,304.67","2,338.05"
05-06-2009,"35,226.84","118,204.53","127,472.01","2,514.70"
05-05-2009,"35,188.17","118,391.87","127,254.30","2,638.71"
05-04-2009,"34,273.02","117,820.93","126,935.14","2,628.77"
05-01-2009,"33,925.01","113,512.04","124,317.59","2,601.86"
04-30-2009,"34,595.26","112,254.17","125,037.56","2,650.41"
04-29-2009,"34,281.61","111,638.61","123,616.57","2,645.73"
04-28-2009,"35,403.00","110,534.18","121,166.15","2,701.30"
04-27-2009,"35,712.34","111,272.84","121,873.49","2,712.41"
04-24-2009,"36,288.07","110,532.41","122,991.33","2,499.49"
04-23-2009,"34,621.03","111,870.56","121,475.61","2,650.99"
04-22-2009,"34,015.45","108,376.18","121,213.52","2,683.75"
04-21-2009,"33,817.89","108,433.81","120,458.81","2,725.87"
04-20-2009,"33,315.38","107,311.71","119,773.58","2,901.94"
04-17-2009,"33,450.90","109,912.14","123,859.71","2,856.31"
04-16-2009,"33,108.04","108,157.75","122,754.50","2,823.55"
04-15-2009,"32,019.44","104,764.73","119,809.43","2,725.28"
04-14-2009,"33,095.18","105,361.41","116,466.14","2,796.06"
04-13-2009,"33,832.34","107,062.36","119,370.61","2,890.82"
04-10-2009,"34,188.07","106,483.51","117,599.51","2,746.34"
04-09-2009,"34,188.07","106,483.51","117,599.51","2,746.34"
04-08-2009,"32,992.32","103,589.19","114,284.63","2,590.16"
04-07-2009,"32,362.30","102,413.66","113,227.02","2,556.23"
04-06-2009,"33,425.19","105,486.09","116,254.61","2,603.03"
04-03-2009,"33,502.33","103,295.33","116,740.80","2,527.53"
04-02-2009,"32,718.03","100,374.31","114,442.48","2,531.06"
04-01-2009,"31,500.85","96,794.27","111,787.41","2,515.80"
03-31-2009,"31,475.14","93,614.99","109,883.72","2,518.73"
03-30-2009,"30,617.97","93,053.94","108,188.39","2,466.50"
03-27-2009,"30,223.67","95,155.66","109,770.07","2,328.59"
03-26-2009,"31,582.28","97,845.12","111,534.85","2,450.07"
03-25-2009,"31,029.41","94,835.06","108,624.06","2,438.92"
03-24-2009,"31,205.13","94,844.86","109,601.17","2,548.07"
03-23-2009,"32,392.30","95,877.01","109,911.70","2,546.90"
03-20-2009,"29,983.67","90,471.35","104,097.37","2,444.20"
03-19-2009,"30,043.67","90,498.05","104,028.01","2,435.99"
03-18-2009,"30,536.54","90,409.01","105,024.33","2,442.44"
03-17-2009,"30,579.40","88,752.57","105,730.59","2,393.73"
03-16-2009,"28,706.49","84,976.63","100,796.25","2,268.74"
03-13-2009,"29,413.65","85,430.81","102,287.58","2,310.40"
03-12-2009,"29,820.81","85,804.84","102,006.97","2,345.03"
03-11-2009,"29,375.08","82,536.52","100,235.02","2,200.08"
03-10-2009,"28,162.19","78,927.53","97,164.06","2,259.35"
03-09-2009,"25,924.99","74,013.91","91,715.79","2,259.35"
03-06-2009,"26,439.29","75,964.22","97,290.18","2,240.57"
03-05-2009,"27,759.32","79,116.79","96,366.37","2,224.14"
03-04-2009,"27,776.46","81,191.77","100,553.47","2,212.99"
03-03-2009,"26,443.57","78,698.22","102,621.80","2,133.76"
03-02-2009,"26,567.86","78,315.29","103,151.49","2,015.81"
02-27-2009,"27,767.89","79,535.33","106,566.12","2,126.72"
02-26-2009,"26,717.86","79,428.48","106,310.73","2,099.73"
02-25-2009,"27,305.02","81,182.87","107,716.94","2,100.31"
02-24-2009,"28,115.04","80,372.47","108,918.21","2,122.58"
02-23-2009,"26,447.86","77,433.64","104,065.84","2,094.33"
02-20-2009,"27,369.31","81,218.48","109,233.50","2,166.14"
02-19-2009,"26,550.72","80,719.77","108,032.24","2,183.21"
02-18-2009,"26,722.15","84,041.55","111,333.36","2,177.91"
02-17-2009,"26,430.71","84,184.03","108,038.54","2,190.86"
02-16-2009,"27,112.16","88,307.29","112,774.25","2,268.56"
02-13-2009,"27,112.16","88,307.29","112,774.25","2,268.56"
02-12-2009,"27,412.17","88,405.27","114,271.48","2,232.65"
02-11-2009,"27,581.03","86,223.41","112,694.56","2,129.06"
02-10-2009,"27,133.59","87,122.86","112,842.50","2,129.06"
02-09-2009,"28,590.77","91,290.65","119,219.42","2,174.38"
02-06-2009,"28,522.20","88,806.00","116,861.91","2,177.91"
02-05-2009,"27,077.87","85,902.81","111,334.82","2,205.58"
02-04-2009,"26,169.28","83,311.29","107,960.66","2,169.08"
02-03-2009,"27,253.59","82,803.68","107,158.04","2,162.61"
02-02-2009,"26,207.85","81,494.56","107,195.81","2,174.97"
01-30-2009,"25,174.96","80,265.59","106,553.71","2,127.29"
01-29-2009,"21,441.60","82,821.48","108,061.38","2,170.85"
01-28-2009,"21,595.98","83,890.14","109,745.32","2,128.47"
01-27-2009,"20,772.62","80,799.94","104,334.69","2,049.59"
01-26-2009,"21,282.93","79,829.22","101,939.41","1,774.70"
01-23-2009,"21,711.76","78,689.32","102,200.66","1,785.89"
01-22-2009,"21,415.87","78,677.06","96,472.14","1,809.35"
01-21-2009,"21,673.17","73,753.06","95,395.68","1,800.55"
01-20-2009,"20,772.62","69,557.76","88,996.73","1,750.10"
01-19-2009,"22,123.44","73,231.33","94,322.37","1,834.00"
01-16-2009,"22,123.44","73,231.33","94,322.37","1,834.00"
01-15-2009,"22,059.12","74,165.29","94,108.33","1,855.12"
01-14-2009,"20,794.06","75,899.79","94,731.55","1,733.09"
01-13-2009,"22,063.41","78,016.77","98,933.51","1,815.22"
01-12-2009,"22,264.96","78,861.76","98,420.46","1,831.06"
01-09-2009,"23,804.46","80,569.59","99,169.58","1,892.66"
01-08-2009,"24,512.04","82,455.29","102,354.89","1,944.88"
01-07-2009,"24,100.36","80,952.07","101,353.97","1,919.07"
01-06-2009,"24,597.80","82,688.72","105,146.76","1,932.56"
01-05-2009,"23,182.66","84,075.48","103,255.09","1,873.89"
01-02-2009,"23,311.31","80,670.85","101,136.79","1,752.45"
01-01-2009,"21,990.50","75,870.61","96,834.10","1,753.62"
12-31-2008,"21,990.50","75,870.61","96,834.10","1,753.62"
12-30-2008,"21,767.51","76,706.19","95,405.12","1,681.46"
12-29-2008,"21,184.30","76,990.66","93,614.17","1,638.63"
12-26-2008,"22,204.92","76,279.50","94,539.55","1,669.72"
12-25-2008,"22,059.12","75,595.02","95,354.76","1,608.12"
12-24-2008,"22,059.12","75,595.02","95,354.76","1,608.12"
12-23-2008,"21,904.74","76,786.22","93,803.02","1,592.87"
12-22-2008,"21,372.99","76,217.28","93,516.59","1,638.04"
12-19-2008,"22,110.58","80,004.14","97,627.28","1,624.55"
12-18-2008,"22,333.57","79,497.45","97,661.91","1,656.81"
12-17-2008,"22,805.29","79,257.44","99,223.09","1,689.08"
12-16-2008,"22,569.43","84,831.07","102,383.22","1,680.87"
12-15-2008,"20,948.44","84,226.59","97,784.66","1,671.48"
12-12-2008,"21,977.64","87,355.63","99,386.76","1,672.66"
12-11-2008,"20,691.14","84,448.83","94,495.48","1,650.95"
12-10-2008,"21,312.95","87,302.32","97,202.37","1,670.90"
12-09-2008,"21,977.64","88,946.84","96,305.32","1,648.01"
12-08-2008,"22,046.25","88,644.60","95,090.37","1,496.65"
12-05-2008,"20,695.43","83,559.88","89,387.02","1,482.57"
12-04-2008,"20,292.33","81,257.54","86,349.64","1,359.36"
12-03-2008,"19,387.49","85,248.88","87,951.74","1,396.91"
12-02-2008,"17,663.59","82,199.83","86,592.00","1,361.71"
12-01-2008,"17,354.83","79,052.99","83,721.45","1,293.07"
11-28-2008,"18,311.13","82,377.60","92,210.36","1,348.22"
11-27-2008,"18,851.45","84,448.83","91,936.53","1,341.76"
11-26-2008,"18,851.45","84,448.83","91,936.53","1,341.76"
11-25-2008,"18,092.42","80,715.31","88,776.40","1,269.01"
11-24-2008,"18,225.36","82,626.50","81,030.30","1,303.04"
11-21-2008,"16,239.87","73,408.24","82,600.92","1,172.80"
11-20-2008,"15,021.98","71,550.37","81,697.58","1,098.29"
11-19-2008,"15,369.34","76,706.19","88,187.81","1,205.65"
11-18-2008,"16,484.30","79,924.15","93,614.17","1,258.45"
11-17-2008,"17,020.34","78,350.74","94,464.00","1,246.72"
11-14-2008,"17,903.74","80,217.50","97,580.07","1,292.48"
11-13-2008,"19,267.42","85,728.89","98,228.46","1,429.18"
11-12-2008,"17,822.26","80,110.82","91,593.45","1,214.45"
11-11-2008,"19,854.92","84,244.36","98,033.32","1,291.89"
11-10-2008,"20,781.20","85,231.08","100,337.32","1,263.15"
11-07-2008,"21,102.82","87,328.98","104,227.68","1,282.51"
11-06-2008,"20,249.45","88,093.45","104,150.95","1,260.21"
11-05-2008,"22,290.69","91,826.98","107,616.15","1,348.80"
11-04-2008,"25,065.23","98,595.29","115,382.98","1,409.82"
11-03-2008,"23,915.96","95,015.35","108,952.55","1,370.51"
10-31-2008,"24,546.34","95,574.99","112,999.47","1,463.81"
10-30-2008,"24,319.06","98,639.71","113,103.24","1,346.75"
10-29-2008,"24,396.25","92,874.47","112,571.83","1,286.45"
10-28-2008,"24,031.75","88,752.64","115,952.12","1,216.10"
10-27-2008,"21,261.49","81,805.92","103,606.96","1,060.61"
10-24-2008,"20,995.61","85,616.84","106,688.53","1,120.32"
10-23-2008,"21,578.83","87,260.25","110,785.77","1,229.10"
10-22-2008,"21,437.31","86,052.31","111,839.16","1,223.78"
10-21-2008,"21,394.01","81,272.94","114,065.45","1,232.65"
10-20-2008,"22,561.04","87,205.60","119,275.82","1,407.06"
10-17-2008,"21,572.90","86,284.28","117,143.88","1,418.23"
10-16-2008,"21,419.57","90,261.86","111,005.88","1,427.36"
10-15-2008,"20,750.87","86,771.52","106,650.80","1,370.14"
10-14-2008,"23,791.95","92,201.92","114,052.87","1,463.27"
10-13-2008,"26,415.62","97,676.65","119,810.38","1,546.05"
10-10-2008,"23,958.06","85,752.75","104,396.22","1,478.49"
10-09-2008,"23,851.58","78,612.59","103,446.59","1,396.31"
10-08-2008,"25,989.70","79,542.76","106,317.49","1,384.14"
10-07-2008,"24,924.90","78,984.66","108,801.61","1,357.97"
10-06-2008,"27,782.83","86,939.84","116,725.66","1,612.40"
10-03-2008,"28,536.71","85,991.94","121,662.47","1,763.35"
10-02-2008,"28,690.04","88,676.16","122,788.19","1,783.43"
10-01-2008,"29,635.58","96,666.74","129,463.89","1,828.48"
09-30-2008,"30,990.01","100,688.62","125,942.09","1,879.61"
09-29-2008,"26,982.10","93,247.26","119,804.09","1,923.43"
09-26-2008,"30,112.61","113,604.70","135,538.99","2,000.73"
09-25-2008,"30,700.39","116,873.56","138,230.65","2,006.82"
09-24-2008,"29,797.43","114,021.04","136,818.79","1,933.78"
09-23-2008,"30,564.09","112,364.47","134,982.42","1,919.17"
09-22-2008,"31,914.26","116,094.01","135,255.99","1,930.13"
09-19-2008,"34,499.60","124,828.75","141,233.62","1,944.13"
09-18-2008,"32,582.96","118,787.06","138,067.14","1,889.34"
09-17-2008,"30,470.39","113,241.49","130,334.90","1,756.65"
09-16-2008,"33,532.76","123,916.29","139,277.76","1,732.31"
09-15-2008,"32,940.73","124,341.51","136,425.73","1,711.00"
09-12-2008,"33,349.61","131,942.31","137,620.63","1,792.56"
09-11-2008,"33,864.98","135,228.91","136,391.14","1,754.83"
09-10-2008,"32,685.18","134,307.59","130,231.14","1,749.96"
09-09-2008,"33,664.80","134,369.61","131,646.15","1,749.35"
09-08-2008,"34,567.75","139,897.49","132,051.78","1,835.17"
09-05-2008,"33,728.68","141,899.56","139,692.83","1,805.35"
09-04-2008,"33,234.62","142,820.88","141,582.65","1,818.13"
09-03-2008,"34,401.64","147,905.80","146,032.07","1,881.43"
09-02-2008,"34,674.23","147,223.68","146,296.21","1,877.17"
09-01-2008,"34,418.68","150,182.49","145,679.89","1,877.17"
08-29-2008,"34,418.68","150,182.49","145,679.89","1,877.17"
08-28-2008,"35,530.33","153,912.05","148,978.43","1,894.21"
08-27-2008,"34,810.52","154,735.90","147,343.31","1,865.00"
08-26-2008,"34,823.30","153,823.44","149,097.92","1,831.52"
08-25-2008,"35,287.55","152,857.85","151,880.77","1,822.39"
08-22-2008,"36,314.02","156,613.95","154,264.28","1,865.61"
08-21-2008,"35,462.18","154,399.26","152,987.63","1,826.04"
08-20-2008,"34,980.89","155,772.38","152,506.52","1,857.69"
08-19-2008,"34,623.12","153,726.01","154,235.98","1,832.74"
08-18-2008,"35,398.29","155,373.73","156,688.66","1,861.95"
08-15-2008,"36,799.57","155,683.78","160,414.85","1,902.74"
08-14-2008,"37,493.83","158,855.21","158,949.53","1,938.04"
08-13-2008,"36,923.09","158,837.50","157,232.65","1,896.65"
08-12-2008,"37,161.61","156,560.80","158,043.92","1,875.35"
08-11-2008,"37,519.38","153,752.58","157,487.35","1,959.95"
08-08-2008,"34,290.90","150,200.22","155,654.13","1,922.32"
08-07-2008,"32,774.62","144,902.67","150,657.58","1,885.80"
08-06-2008,"33,260.17","145,451.92","152,755.91","1,857.32"
08-05-2008,"33,694.61","142,307.05","150,717.45","1,850.51"
08-04-2008,"32,246.48","135,742.73","145,424.99","1,846.79"
08-01-2008,"32,263.52","138,781.29","146,951.48","1,809.03"
07-31-2008,"32,514.81","140,809.93","148,801.48","1,912.42"
07-30-2008,"33,311.28","141,633.81","151,612.62","1,890.13"
07-29-2008,"33,311.28","139,153.36","151,741.39","1,921.70"
07-28-2008,"32,361.48","136,779.19","149,859.98","1,772.50"
07-25-2008,"33,353.87","143,618.17","154,527.40","1,724.21"
07-24-2008,"33,567.47","140,880.79","149,388.84","1,648.92"
07-23-2008,"29,463.15","147,285.69","153,660.50","1,726.03"
07-22-2008,"28,389.71","143,508.66","149,856.84","1,679.15"
07-21-2008,"28,602.73","147,290.80","147,246.72","1,687.17"
07-18-2008,"28,870.04","145,599.99","151,179.17","1,671.75"
07-17-2008,"30,118.90","151,471.59","167,549.69","1,713.70"
07-16-2008,"30,006.13","152,353.21","168,228.13","1,734.05"
07-15-2008,"27,997.09","149,558.47","162,100.18","1,709.38"
07-14-2008,"27,683.83","153,296.56","163,837.11","1,715.55"
07-11-2008,"28,627.79","152,150.44","167,662.76","1,678.53"
07-10-2008,"29,500.74","155,721.01","169,789.17","1,718.01"
07-09-2008,"29,492.38","153,622.75","170,096.98","1,765.51"
07-08-2008,"31,342.71","158,295.36","174,173.90","1,752.56"
07-07-2008,"30,277.62","154,425.03","170,838.24","1,742.69"
07-04-2008,"30,072.96","149,981.65","168,667.86","1,682.85"
07-03-2008,"30,072.96","149,981.65","168,667.86","1,682.85"
07-02-2008,"29,839.06","148,271.30","165,539.49","1,681.00"
07-01-2008,"30,749.60","154,001.85","167,954.87","1,671.75"
06-30-2008,"30,628.47","147,618.91","165,344.75","1,608.21"
06-27-2008,"31,183.99","149,955.19","165,863.01","1,649.54"
06-26-2008,"31,868.98","148,341.82","166,098.58","1,775.38"
06-25-2008,"33,627.42","156,391.05","173,065.16","1,825.97"
06-24-2008,"33,264.04","152,741.14","170,332.55","1,788.96"
06-23-2008,"33,698.42","152,661.77","171,246.56","1,826.59"
06-20-2008,"33,873.85","154,521.99","171,629.75","1,937.01"
06-19-2008,"35,193.72","159,485.54","175,954.81","1,980.19"
06-18-2008,"34,466.95","157,590.05","176,639.53","1,861.75"
06-17-2008,"34,654.91","159,952.79","178,863.31","1,930.84"
06-16-2008,"34,124.46","155,906.16","179,915.52","1,969.09"
06-13-2008,"33,067.73","151,965.30","179,507.20","1,987.59"
06-12-2008,"31,806.33","152,749.95","173,677.64","1,912.95"
06-11-2008,"32,278.31","159,406.20","171,243.42","1,864.83"
06-10-2008,"33,255.68","163,664.44","174,060.83","1,889.51"
06-09-2008,"33,176.32","160,111.49","175,222.97","1,920.35"
06-06-2008,"33,677.54","163,664.44","178,090.64","1,962.92"
06-05-2008,"35,298.14","167,005.79","184,152.63","2,046.20"
06-04-2008,"34,040.92","163,267.70","179,730.21","1,996.84"
06-03-2008,"33,460.34","163,426.40","178,184.87","1,966.00"
06-02-2008,"33,510.47","164,069.98","180,603.38","1,905.55"
05-30-2008,"34,091.04","166,406.28","183,995.59","1,872.85"
05-29-2008,"33,560.59","164,590.15","183,116.13","1,872.24"
05-28-2008,"33,447.81","164,872.25","178,480.12","1,919.73"
05-27-2008,"33,673.36","164,360.92","176,174.68","1,975.87"
05-26-2008,"32,725.23","159,723.59","171,061.24","1,925.29"
05-23-2008,"32,725.23","159,723.59","171,061.24","1,925.29"
05-22-2008,"33,105.32","156,091.30","172,581.45","1,956.13"
05-21-2008,"32,704.34","157,096.34","172,747.92","1,954.90"
