" Date","AMZN Mkt Cap","AAPL Mkt Cap","GOOGL Mkt Cap","NFLX Mkt Cap"
02-05-1999,"18,341.74","4,913.79","0.00","0.00"
02-04-1999,"18,678.10","5,125.23","0.00","0.00"
02-03-1999,"19,904.84","5,438.16","0.00","0.00"
02-02-1999,"17,451.36","5,302.84","0.00","0.00"
02-01-1999,"18,341.74","5,539.65","0.00","0.00"
01-29-1999,"18,509.92","5,573.48","0.00","0.00"
01-28-1999,"19,449.76","5,531.19","0.00","0.00"
01-27-1999,"19,885.06","5,429.69","0.00","0.00"
01-26-1999,"18,218.08","5,480.45","0.00","0.00"
01-25-1999,"17,787.73","5,328.21","0.00","0.00"
01-22-1999,"19,469.55","5,243.64","0.00","0.00"
01-21-1999,"16,778.64","5,252.10","0.00","0.00"
01-20-1999,"17,886.66","5,488.91","0.00","0.00"
01-19-1999,"22,130.78","5,531.19","0.00","0.00"
01-18-1999,"22,219.82","5,590.39","0.00","0.00"
01-15-1999,"22,219.82","5,590.39","0.00","0.00"
01-14-1999,"21,843.89","5,598.85","0.00","0.00"
01-13-1999,"23,426.78","6,292.36","0.00","0.00"
01-12-1999,"25,860.47","6,241.62","0.00","0.00"
01-11-1999,"29,224.11","6,207.79","0.00","0.00"
01-08-1999,"25,365.82","6,089.38","0.00","0.00"
01-07-1999,"25,148.17","6,089.38","0.00","0.00"
01-06-1999,"21,843.89","5,649.59","0.00","0.00"
01-05-1999,"19,706.98","5,861.03","0.00","0.00"
01-04-1999,"18,727.56","5,581.93","0.00","0.00"
01-01-1999,"16,950.11","5,539.65","0.00","0.00"
12-31-1998,"16,950.11","5,539.65","0.00","0.00"
12-30-1998,"16,950.11","5,421.25","0.00","0.00"
12-29-1998,"17,533.80","5,522.73","0.00","0.00"
12-28-1998,"18,569.27","5,531.19","0.00","0.00"
12-25-1998,"17,138.08","5,311.29","0.00","0.00"
12-24-1998,"17,138.08","5,311.29","0.00","0.00"
12-23-1998,"17,147.98","5,387.41","0.00","0.00"
12-22-1998,"17,009.47","5,137.31","0.00","0.00"
12-21-1998,"16,818.20","4,740.20","0.00","0.00"
12-18-1998,"15,126.49","4,757.09","0.00","0.00"
12-17-1998,"14,602.16","4,520.51","0.00","0.00"
12-16-1998,"15,248.51","4,436.00","0.00","0.00"
12-15-1998,"12,808.22","4,537.40","0.00","0.00"
12-14-1998,"11,726.58","4,393.76","0.00","0.00"
12-11-1998,"11,766.15","4,562.75","0.00","0.00"
12-10-1998,"11,245.12","4,326.16","0.00","0.00"
12-09-1998,"11,410.00","4,326.16","0.00","0.00"
12-08-1998,"10,766.95","4,334.61","0.00","0.00"
12-07-1998,"10,077.73","4,562.75","0.00","0.00"
12-04-1998,"9,945.82","4,427.55","0.00","0.00"
12-03-1998,"9,998.59","4,554.30","0.00","0.00"
12-02-1998,"10,526.21","4,866.93","0.00","0.00"
12-01-1998,"11,053.85","4,613.45","0.00","0.00"
11-30-1998,"9,574.27","4,317.72","0.00","0.00"
11-27-1998,"10,802.22","4,740.20","0.00","0.00"
11-26-1998,"10,487.44","4,748.64","0.00","0.00"
11-25-1998,"10,487.44","4,748.64","0.00","0.00"
11-24-1998,"10,696.25","4,858.48","0.00","0.00"
11-23-1998,"10,870.78","4,900.73","0.00","0.00"
11-20-1998,"9,007.04","4,773.99","0.00","0.00"
11-19-1998,"7,641.96","4,833.14","0.00","0.00"
11-18-1998,"8,178.02","4,790.89","0.00","0.00"
11-17-1998,"7,405.10","4,706.40","0.00","0.00"
11-16-1998,"6,295.58","4,866.93","0.00","0.00"
11-13-1998,"6,370.38","4,824.69","0.00","0.00"
11-12-1998,"6,532.44","4,596.55","0.00","0.00"
11-11-1998,"6,314.28","4,537.40","0.00","0.00"
11-10-1998,"6,569.84","4,748.64","0.00","0.00"
11-09-1998,"6,326.75","4,951.42","0.00","0.00"
11-06-1998,"6,211.43","5,145.76","0.00","0.00"
11-05-1998,"6,407.78","5,162.68","0.00","0.00"
11-04-1998,"6,473.23","5,230.27","0.00","0.00"
11-03-1998,"6,286.23","5,111.97","0.00","0.00"
11-02-1998,"6,532.44","5,086.62","0.00","0.00"
10-30-1998,"6,304.93","5,019.03","0.00","0.00"
10-29-1998,"6,308.05","4,926.09","0.00","0.00"
10-28-1998,"5,837.43","4,976.78","0.00","0.00"
10-27-1998,"5,800.04","4,765.54","0.00","0.00"
10-26-1998,"6,055.60","5,061.27","0.00","0.00"
10-23-1998,"5,790.69","4,799.34","0.00","0.00"
10-22-1998,"5,719.00","4,968.33","0.00","0.00"
10-21-1998,"5,485.26","5,019.03","0.00","0.00"
10-20-1998,"5,323.19","4,875.38","0.00","0.00"
10-19-1998,"5,273.33","5,069.72","0.00","0.00"
10-16-1998,"4,958.55","4,959.89","0.00","0.00"
10-15-1998,"4,840.12","4,951.42","0.00","0.00"
10-14-1998,"4,662.47","5,052.82","0.00","0.00"
10-13-1998,"4,556.50","5,217.27","0.00","0.00"
10-12-1998,"4,646.89","5,040.56","0.00","0.00"
10-09-1998,"4,547.15","4,729.21","0.00","0.00"
10-08-1998,"4,297.82","4,148.57","0.00","0.00"
10-07-1998,"4,659.35","4,300.04","0.00","0.00"
10-06-1998,"5,401.11","4,384.19","0.00","0.00"
10-05-1998,"5,285.79","4,333.70","0.00","0.00"
10-02-1998,"5,497.72","4,720.79","0.00","0.00"
10-01-1998,"5,117.49","4,804.94","0.00","0.00"
09-30-1998,"5,566.29","5,133.11","0.00","0.00"
09-29-1998,"5,641.09","5,318.25","0.00","0.00"
09-28-1998,"5,765.75","5,259.35","0.00","0.00"
09-25-1998,"5,447.86","5,217.27","0.00","0.00"
09-24-1998,"5,092.56","5,183.62","0.00","0.00"
09-23-1998,"5,242.16","5,158.37","0.00","0.00"
09-22-1998,"4,397.55","4,981.65","0.00","0.00"
09-21-1998,"4,263.54","4,973.24","0.00","0.00"
09-18-1998,"3,973.70","4,948.00","0.00","0.00"
09-17-1998,"3,839.68","4,847.01","0.00","0.00"
09-16-1998,"4,213.67","5,023.73","0.00","0.00"
09-15-1998,"3,640.21","5,141.54","0.00","0.00"
09-14-1998,"3,674.50","5,006.90","0.00","0.00"
09-11-1998,"3,792.93","5,065.80","0.00","0.00"
09-10-1998,"3,970.58","5,133.11","0.00","0.00"
09-09-1998,"4,213.67","5,032.14","0.00","0.00"
09-08-1998,"4,600.14","5,149.94","0.00","0.00"
09-07-1998,"4,300.94","4,729.21","0.00","0.00"
09-04-1998,"4,300.94","4,729.21","0.00","0.00"
09-03-1998,"4,282.24","4,661.88","0.00","0.00"
09-02-1998,"4,381.97","4,788.11","0.00","0.00"
09-01-1998,"3,986.94","4,594.56","0.00","0.00"
08-31-1998,"4,141.51","4,199.07","0.00","0.00"
08-28-1998,"5,236.50","4,602.98","0.00","0.00"
08-27-1998,"5,884.79","5,048.97","0.00","0.00"
08-26-1998,"6,292.76","5,436.06","0.00","0.00"
08-25-1998,"6,509.12","5,494.96","0.00","0.00"
08-24-1998,"6,663.65","5,545.45","0.00","0.00"
08-21-1998,"6,413.30","5,789.48","0.00","0.00"
08-20-1998,"6,385.49","5,469.72","0.00","0.00"
08-19-1998,"6,366.94","5,520.21","0.00","0.00"
08-18-1998,"6,363.85","5,730.58","0.00","0.00"
08-17-1998,"5,918.78","5,646.44","0.00","0.00"
08-14-1998,"6,070.23","5,452.89","0.00","0.00"
08-13-1998,"6,305.13","5,309.83","0.00","0.00"
08-12-1998,"6,447.30","5,393.99","0.00","0.00"
08-11-1998,"6,132.04","5,250.93","0.00","0.00"
08-10-1998,"6,014.60","5,107.87","0.00","0.00"
08-07-1998,"5,736.43","4,855.97","0.00","0.00"
08-06-1998,"5,414.99","4,905.87","0.00","0.00"
08-05-1998,"5,251.18","4,789.45","0.00","0.00"
08-04-1998,"5,433.54","4,548.32","0.00","0.00"
08-03-1998,"5,353.18","4,673.05","0.00","0.00"
07-31-1998,"5,482.99","4,606.52","0.00","0.00"
07-30-1998,"5,625.16","4,855.97","0.00","0.00"
07-29-1998,"5,331.54","4,673.05","0.00","0.00"
07-28-1998,"5,881.69","4,473.49","0.00","0.00"
07-27-1998,"6,209.31","4,581.57","0.00","0.00"
07-24-1998,"6,144.41","4,614.85","0.00","0.00"
07-23-1998,"6,311.31","4,648.11","0.00","0.00"
07-22-1998,"6,626.57","4,656.42","0.00","0.00"
07-21-1998,"6,530.75","4,739.57","0.00","0.00"
07-20-1998,"6,799.65","4,822.71","0.00","0.00"
07-17-1998,"5,924.97","4,905.87","0.00","0.00"
07-16-1998,"5,606.62","4,989.02","0.00","0.00"
07-15-1998,"5,563.35","4,581.57","0.00","0.00"
07-14-1998,"5,686.98","4,448.54","0.00","0.00"
07-13-1998,"5,322.27","4,515.06","0.00","0.00"
07-10-1998,"4,920.47","4,265.61","0.00","0.00"
07-09-1998,"5,217.18","4,215.72","0.00","0.00"
07-08-1998,"5,297.54","4,332.12","0.00","0.00"
07-07-1998,"6,039.32","4,057.73","0.00","0.00"
07-06-1998,"6,898.55","4,041.10","0.00","0.00"
07-03-1998,"6,132.04","3,858.17","0.00","0.00"
07-02-1998,"6,132.04","3,858.17","0.00","0.00"
07-01-1998,"5,643.71","3,982.90","0.00","0.00"
06-30-1998,"4,932.84","3,816.60","0.00","0.00"
06-29-1998,"4,883.38","3,816.60","0.00","0.00"
06-26-1998,"4,660.85","3,750.08","0.00","0.00"
06-25-1998,"4,898.84","3,799.97","0.00","0.00"
06-24-1998,"4,935.92","3,758.39","0.00","0.00"
06-23-1998,"4,583.58","3,700.19","0.00","0.00"
06-22-1998,"4,024.16","3,641.98","0.00","0.00"
06-19-1998,"3,749.08","3,600.40","0.00","0.00"
06-18-1998,"3,557.45","3,633.66","0.00","0.00"
06-17-1998,"3,906.71","3,741.77","0.00","0.00"
06-16-1998,"3,640.90","3,725.14","0.00","0.00"
06-15-1998,"3,251.47","3,658.61","0.00","0.00"
06-12-1998,"3,016.57","3,741.77","0.00","0.00"
06-11-1998,"3,090.75","3,700.19","0.00","0.00"
06-10-1998,"2,676.59","3,733.45","0.00","0.00"
06-09-1998,"2,534.42","3,758.39","0.00","0.00"
06-08-1998,"2,287.15","3,625.35","0.00","0.00"
06-05-1998,"2,188.25","3,575.46","0.00","0.00"
06-04-1998,"2,169.71","3,567.15","0.00","0.00"
06-03-1998,"2,089.35","3,500.63","0.00","0.00"
06-02-1998,"2,160.43","3,575.46","0.00","0.00"
06-01-1998,"2,117.16","3,492.32","0.00","0.00"
05-29-1998,"2,178.98","3,542.20","0.00","0.00"
05-28-1998,"2,124.89","3,650.29","0.00","0.00"
05-27-1998,"2,141.89","3,558.83","0.00","0.00"
05-26-1998,"2,024.44","3,550.52","0.00","0.00"
05-25-1998,"2,126.44","3,708.49","0.00","0.00"
05-22-1998,"2,126.44","3,708.49","0.00","0.00"
05-21-1998,"2,194.43","3,841.54","0.00","0.00"
05-20-1998,"2,191.34","3,933.01","0.00","0.00"
05-19-1998,"2,234.61","3,908.06","0.00","0.00"
05-18-1998,"2,177.43","3,791.65","0.00","0.00"
05-15-1998,"2,216.07","3,933.01","0.00","0.00"
05-14-1998,"2,263.97","3,999.53","0.00","0.00"
05-13-1998,"2,296.43","4,049.42","0.00","0.00"
05-12-1998,"2,259.34","4,007.84","0.00","0.00"
05-11-1998,"2,148.07","4,115.93","0.00","0.00"
05-08-1998,"2,284.06","4,041.12","0.00","0.00"
05-07-1998,"2,250.06","4,007.93","0.00","0.00"
05-06-1998,"2,234.61","4,024.53","0.00","0.00"
05-05-1998,"2,317.29","3,941.55","0.00","0.00"
05-04-1998,"2,355.15","3,858.56","0.00","0.00"
05-01-1998,"2,336.61","3,717.51","0.00","0.00"
04-30-1998,"2,216.50","3,634.52","0.00","0.00"
04-29-1998,"2,307.09","3,584.73","0.00","0.00"
04-28-1998,"2,310.11","3,576.43","0.00","0.00"
04-27-1998,"1,999.07","3,684.30","0.00","0.00"
04-24-1998,"2,050.41","3,709.21","0.00","0.00"
04-23-1998,"1,956.80","3,676.02","0.00","0.00"
04-22-1998,"2,107.78","3,651.11","0.00","0.00"
04-21-1998,"2,248.20","3,850.27","0.00","0.00"
04-20-1998,"2,276.89","3,850.27","0.00","0.00"
04-17-1998,"2,291.99","3,709.21","0.00","0.00"
04-16-1998,"2,379.56","3,800.48","0.00","0.00"
04-15-1998,"2,322.19","3,642.81","0.00","0.00"
04-14-1998,"2,347.86","3,576.43","0.00","0.00"
04-13-1998,"2,278.40","3,510.05","0.00","0.00"
04-10-1998,"2,301.05","3,402.17","0.00","0.00"
04-09-1998,"2,301.05","3,402.17","0.00","0.00"
04-08-1998,"2,141.00","3,319.20","0.00","0.00"
04-07-1998,"2,059.47","3,385.58","0.00","0.00"
04-06-1998,"2,141.00","3,485.16","0.00","0.00"
04-03-1998,"2,246.69","3,593.03","0.00","0.00"
04-02-1998,"2,296.52","3,626.22","0.00","0.00"
04-01-1998,"2,177.24","3,651.11","0.00","0.00"
03-31-1998,"2,040.68","3,651.11","0.00","0.00"
03-30-1998,"2,048.89","3,642.81","0.00","0.00"
03-27-1998,"2,028.01","3,576.43","0.00","0.00"
03-26-1998,"1,974.33","3,526.65","0.00","0.00"
03-25-1998,"1,948.98","3,605.47","0.00","0.00"
03-24-1998,"2,010.12","3,717.51","0.00","0.00"
03-23-1998,"1,999.68","3,468.55","0.00","0.00"
03-20-1998,"2,004.16","3,501.76","0.00","0.00"
03-19-1998,"2,004.16","3,551.54","0.00","0.00"
03-18-1998,"2,035.47","3,576.43","0.00","0.00"
03-17-1998,"1,905.74","3,497.61","0.00","0.00"
03-16-1998,"1,884.86","3,543.24","0.00","0.00"
03-13-1998,"1,877.41","3,601.33","0.00","0.00"
03-12-1998,"1,872.93","3,584.73","0.00","0.00"
03-11-1998,"1,899.77","3,468.55","0.00","0.00"
03-10-1998,"1,982.91","3,194.72","0.00","0.00"
03-09-1998,"1,992.23","3,020.47","0.00","0.00"
03-06-1998,"1,831.18","3,244.52","0.00","0.00"
03-05-1998,"1,789.43","3,194.72","0.00","0.00"
03-04-1998,"1,752.15","3,244.52","0.00","0.00"
03-03-1998,"1,711.88","3,070.26","0.00","0.00"
03-02-1998,"1,819.25","3,020.47","0.00","0.00"
02-27-1998,"1,837.14","3,136.64","0.00","0.00"
02-26-1998,"1,735.74","3,120.04","0.00","0.00"
02-25-1998,"1,571.71","2,962.38","0.00","0.00"
02-24-1998,"1,547.85","2,829.62","0.00","0.00"
02-23-1998,"1,547.85","2,821.32","0.00","0.00"
02-20-1998,"1,509.08","2,655.35","0.00","0.00"
02-19-1998,"1,497.15","2,713.44","0.00","0.00"
02-18-1998,"1,452.42","2,730.03","0.00","0.00"
02-17-1998,"1,473.29","2,605.57","0.00","0.00"
02-16-1998,"1,485.22","2,588.98","0.00","0.00"
02-13-1998,"1,485.22","2,588.98","0.00","0.00"
02-12-1998,"1,506.10","2,572.38","0.00","0.00"
02-11-1998,"1,515.05","2,522.58","0.00","0.00"
02-10-1998,"1,518.03","2,580.68","0.00","0.00"
02-09-1998,"1,389.79","2,547.49","0.00","0.00"
02-06-1998,"1,404.70","2,367.87","0.00","0.00"
02-05-1998,"1,413.65","2,343.87","0.00","0.00"
02-04-1998,"1,449.43","2,335.87","0.00","0.00"
02-03-1998,"1,474.78","2,343.87","0.00","0.00"
02-02-1998,"1,488.21","2,263.88","0.00","0.00"
01-30-1998,"1,407.68","2,343.87","0.00","0.00"
01-29-1998,"1,419.61","2,367.87","0.00","0.00"
01-28-1998,"1,365.93","2,455.87","0.00","0.00"
01-27-1998,"1,359.96","2,447.86","0.00","0.00"
01-26-1998,"1,377.86","2,487.87","0.00","0.00"
01-23-1998,"1,413.65","2,495.87","0.00","0.00"
01-22-1998,"1,470.31","2,463.87","0.00","0.00"
01-21-1998,"1,452.42","2,419.86","0.00","0.00"
01-20-1998,"1,418.12","2,439.88","0.00","0.00"
01-19-1998,"1,371.89","2,407.87","0.00","0.00"
01-16-1998,"1,371.89","2,407.87","0.00","0.00"
01-15-1998,"1,418.12","2,455.87","0.00","0.00"
01-14-1998,"1,395.75","2,527.87","0.00","0.00"
01-13-1998,"1,330.14","2,495.87","0.00","0.00"
01-12-1998,"1,231.72","2,335.87","0.00","0.00"
01-09-1998,"1,219.79","2,327.87","0.00","0.00"
01-08-1998,"1,321.19","2,327.87","0.00","0.00"
01-07-1998,"1,368.91","2,239.88","0.00","0.00"
01-06-1998,"1,385.31","2,423.88","0.00","0.00"
01-05-1998,"1,359.96","2,031.89","0.00","0.00"
01-02-1998,"1,419.61","2,079.89","0.00","0.00"
01-01-1998,"1,437.50","1,679.91","0.00","0.00"
12-31-1997,"1,437.50","1,679.91","0.00","0.00"
12-30-1997,"1,388.30","1,687.91","0.00","0.00"
12-29-1997,"1,359.96","1,679.91","0.00","0.00"
12-26-1997,"1,294.35","1,703.90","0.00","0.00"
12-25-1997,"1,318.21","1,679.91","0.00","0.00"
12-24-1997,"1,318.21","1,679.91","0.00","0.00"
12-23-1997,"1,324.17","1,655.91","0.00","0.00"
12-22-1997,"1,345.05","1,703.90","0.00","0.00"
12-19-1997,"1,288.39","1,751.91","0.00","0.00"
12-18-1997,"1,228.74","1,767.91","0.00","0.00"
12-17-1997,"1,257.07","1,783.91","0.00","0.00"
12-16-1997,"1,276.46","1,831.90","0.00","0.00"
12-15-1997,"1,312.24","1,783.91","0.00","0.00"
12-12-1997,"1,300.32","1,807.91","0.00","0.00"
12-11-1997,"1,342.07","1,863.90","0.00","0.00"
12-10-1997,"1,291.37","1,887.90","0.00","0.00"
12-09-1997,"1,342.07","1,951.89","0.00","0.00"
12-08-1997,"1,348.03","1,991.90","0.00","0.00"
12-05-1997,"1,315.23","2,023.90","0.00","0.00"
12-04-1997,"1,288.39","1,999.19","0.00","0.00"
12-03-1997,"1,249.61","2,015.20","0.00","0.00"
12-02-1997,"1,212.33","2,031.19","0.00","0.00"
12-01-1997,"1,222.77","2,271.10","0.00","0.00"
11-28-1997,"1,181.02","2,271.10","0.00","0.00"
11-27-1997,"1,219.79","2,239.11","0.00","0.00"
11-26-1997,"1,219.79","2,239.11","0.00","0.00"
11-25-1997,"1,203.39","2,223.10","0.00","0.00"
11-24-1997,"1,210.85","2,255.10","0.00","0.00"
11-21-1997,"1,285.40","2,327.07","0.00","0.00"
11-20-1997,"1,312.24","2,367.05","0.00","0.00"
11-19-1997,"1,291.37","2,335.07","0.00","0.00"
11-18-1997,"1,264.53","2,311.08","0.00","0.00"
11-17-1997,"1,252.60","2,367.05","0.00","0.00"
11-14-1997,"1,192.95","2,359.06","0.00","0.00"
11-13-1997,"1,104.97","2,303.08","0.00","0.00"
11-12-1997,"1,079.62","2,255.10","0.00","0.00"
11-11-1997,"1,130.32","2,351.06","0.00","0.00"
11-10-1997,"1,204.88","2,391.04","0.00","0.00"
11-07-1997,"1,282.42","2,526.99","0.00","0.00"
11-06-1997,"1,334.61","2,431.02","0.00","0.00"
11-05-1997,"1,395.75","2,351.06","0.00","0.00"
11-04-1997,"1,419.61","2,295.09","0.00","0.00"
11-03-1997,"1,452.42","2,223.10","0.00","0.00"
10-31-1997,"1,455.40","2,179.12","0.00","0.00"
10-30-1997,"1,467.33","2,111.16","0.00","0.00"
10-29-1997,"1,543.38","2,239.11","0.00","0.00"
10-28-1997,"1,416.63","2,319.07","0.00","0.00"
10-27-1997,"1,222.77","2,159.13","0.00","0.00"
10-24-1997,"1,439.00","2,119.15","0.00","0.00"
10-23-1997,"1,288.39","2,271.10","0.00","0.00"
10-22-1997,"1,294.35","2,375.05","0.00","0.00"
10-21-1997,"1,267.51","2,439.03","0.00","0.00"
10-20-1997,"1,094.53","2,391.04","0.00","0.00"
10-17-1997,"1,037.87","2,574.97","0.00","0.00"
10-16-1997,"1,037.87","2,750.90","0.00","0.00"
10-15-1997,"1,122.86","3,046.78","0.00","0.00"
10-14-1997,"1,139.27","2,888.79","0.00","0.00"
10-13-1997,"1,145.23","2,888.79","0.00","0.00"
10-10-1997,"1,116.90","2,888.79","0.00","0.00"
10-09-1997,"1,073.66","2,769.41","0.00","0.00"
10-08-1997,"1,146.72","2,737.58","0.00","0.00"
10-07-1997,"1,161.63","2,777.37","0.00","0.00"
10-06-1997,"1,181.02","2,793.29","0.00","0.00"
10-03-1997,"1,149.70","2,817.16","0.00","0.00"
10-02-1997,"1,148.22","2,793.29","0.00","0.00"
10-01-1997,"1,151.20","2,741.56","0.00","0.00"
09-30-1997,"1,242.16","2,761.46","0.00","0.00"
09-29-1997,"1,157.16","2,809.20","0.00","0.00"
09-26-1997,"1,192.95","2,713.71","0.00","0.00"
09-25-1997,"1,167.60","2,689.84","0.00","0.00"
09-24-1997,"1,252.60","2,737.58","0.00","0.00"
09-23-1997,"1,324.17","2,769.41","0.00","0.00"
09-22-1997,"1,288.39","2,904.71","0.00","0.00"
09-19-1997,"1,130.32","2,793.29","0.00","0.00"
09-18-1997,"942.43","2,841.03","0.00","0.00"
09-17-1997,"975.24","2,777.37","0.00","0.00"
09-16-1997,"960.33","2,793.29","0.00","0.00"
09-15-1997,"885.77","2,737.58","0.00","0.00"
09-12-1997,"1,055.76","2,809.20","0.00","0.00"
09-11-1997,"903.66","2,848.99","0.00","0.00"
09-10-1997,"945.41","2,920.62","0.00","0.00"
09-09-1997,"927.52","2,777.37","0.00","0.00"
09-08-1997,"858.92","2,737.58","0.00","0.00"
09-05-1997,"715.77","2,825.12","0.00","0.00"
09-04-1997,"730.68","2,864.91","0.00","0.00"
09-03-1997,"668.05","2,864.91","0.00","0.00"
09-02-1997,"674.02","2,848.99","0.00","0.00"
09-01-1997,"669.54","2,769.41","0.00","0.00"
08-29-1997,"669.54","2,769.41","0.00","0.00"
08-28-1997,"679.98","2,801.24","0.00","0.00"
08-27-1997,"663.58","2,888.79","0.00","0.00"
08-26-1997,"671.03","2,833.07","0.00","0.00"
08-25-1997,"635.25","2,936.54","0.00","0.00"
08-22-1997,"608.40","3,008.16","0.00","0.00"
08-21-1997,"605.42","3,055.90","0.00","0.00"
08-20-1997,"620.34","3,135.49","0.00","0.00"
08-19-1997,"620.34","3,111.62","0.00","0.00"
08-18-1997,"584.55","3,008.16","0.00","0.00"
08-15-1997,"605.42","2,960.41","0.00","0.00"
08-14-1997,"617.35","2,928.58","0.00","0.00"
08-13-1997,"629.28","3,008.16","0.00","0.00"
08-12-1997,"629.28","2,809.20","0.00","0.00"
08-11-1997,"666.56","3,127.53","0.00","0.00"
08-08-1997,"656.12","3,387.86","0.00","0.00"
08-07-1997,"623.32","3,687.95","0.00","0.00"
08-06-1997,"644.19","3,324.69","0.00","0.00"
08-05-1997,"632.26","2,495.49","0.00","0.00"
08-04-1997,"662.09","2,495.49","0.00","0.00"
08-01-1997,"691.91","2,424.42","0.00","0.00"
07-31-1997,"685.95","2,211.20","0.00","0.00"
07-30-1997,"700.86","2,195.39","0.00","0.00"
07-29-1997,"709.81","2,084.84","0.00","0.00"
07-28-1997,"665.07","2,076.94","0.00","0.00"
07-25-1997,"638.23","2,053.25","0.00","0.00"
07-24-1997,"647.18","1,997.97","0.00","0.00"
07-23-1997,"656.12","2,037.46","0.00","0.00"
07-22-1997,"611.39","2,092.73","0.00","0.00"
07-21-1997,"624.81","2,041.40","0.00","0.00"
07-18-1997,"617.35","2,191.45","0.00","0.00"
07-17-1997,"635.25","2,211.20","0.00","0.00"
07-16-1997,"668.05","2,076.94","0.00","0.00"
07-15-1997,"697.88","2,013.77","0.00","0.00"
07-14-1997,"611.39","1,974.27","0.00","0.00"
07-11-1997,"656.12","1,918.99","0.00","0.00"
07-10-1997,"733.66","1,674.18","0.00","0.00"
07-09-1997,"665.07","1,729.47","0.00","0.00"
07-08-1997,"659.10","1,737.36","0.00","0.00"
07-07-1997,"572.62","1,745.27","0.00","0.00"
07-04-1997,"547.27","1,729.47","0.00","0.00"
07-03-1997,"547.27","1,729.47","0.00","0.00"
07-02-1997,"454.81","1,650.49","0.00","0.00"
07-01-1997,"433.93","1,666.29","0.00","0.00"
06-30-1997,"441.39","1,800.54","0.00","0.00"
06-27-1997,"426.48","1,855.82","0.00","0.00"
06-26-1997,"432.45","1,855.82","0.00","0.00"
06-25-1997,"432.45","1,911.10","0.00","0.00"
06-24-1997,"432.45","1,934.79","0.00","0.00"
06-23-1997,"429.46","1,942.68","0.00","0.00"
06-20-1997,"436.92","1,966.39","0.00","0.00"
06-19-1997,"432.45","1,990.08","0.00","0.00"
06-18-1997,"432.45","2,013.77","0.00","0.00"
06-17-1997,"430.95","2,065.09","0.00","0.00"
06-16-1997,"450.34","1,958.48","0.00","0.00"
06-13-1997,"453.32","1,997.97","0.00","0.00"
06-12-1997,"459.29","2,029.56","0.00","0.00"
06-11-1997,"441.39","2,061.15","0.00","0.00"
06-10-1997,"453.32","2,053.25","0.00","0.00"
06-09-1997,"483.14","2,100.63","0.00","0.00"
06-06-1997,"474.20","2,116.42","0.00","0.00"
06-05-1997,"441.39","2,108.53","0.00","0.00"
06-04-1997,"405.60","2,100.63","0.00","0.00"
06-03-1997,"423.50","2,108.53","0.00","0.00"
06-02-1997,"432.45","2,140.11","0.00","0.00"
05-30-1997,"429.46","2,100.63","0.00","0.00"
05-29-1997,"430.97","2,100.63","0.00","0.00"
05-28-1997,"438.41","2,148.01","0.00","0.00"
05-27-1997,"453.32","2,179.60","0.00","0.00"
05-26-1997,"429.46","2,132.22","0.00","0.00"
05-23-1997,"429.46","2,132.22","0.00","0.00"
05-22-1997,"399.64","2,100.63","0.00","0.00"
05-21-1997,"408.58","2,132.22","0.00","0.00"
05-20-1997,"468.23","2,179.60","0.00","0.00"
05-19-1997,"489.11","2,148.01","0.00","0.00"
05-16-1997,"495.08","2,179.60","0.00","0.00"
05-15-1997,"560.69","2,242.78","0.00","0.00"
